Symbol,CompanyName,Mkt cap,Price,Chg %,Vol,Rel vol,P/E,EPS dil,EPS dil growth,Div yield %,Sector,Analyst rating
VLO,,,,,,,,,,,,
MPC,,,,,,,,,,,,
PSX,,,,,,,,,,,,
E,,,,,,,,,,,,
DINO,,,,,,,,,,,,
PBF,,,,,,,,,,,,
IEP,,,,,,,,,,,,
PARR,,,,,,,,,,,,
DK,,,,,,,,,,,,
CVI,,,,,,,,,,,,
CLMT,,,,,,,,,,,,
SGU,,,,,,,,,,,,
SAFX,,,,,,,,,,,,
XOM,,,,,,,,,,,,
CVX,,,,,,,,,,,,
SHEL,,,,,,,,,,,,
TTE,,,,,,,,,,,,
PBR,,,,,,,,,,,,
BP,,,,,,,,,,,,
CNQ,,,,,,,,,,,,
EQNR,,,,,,,,,,,,
SU,,,,,,,,,,,,
EOG,,,,,,,,,,,,
IMO,,,,,,,,,,,,
CVE,,,,,,,,,,,,
OXY,,,,,,,,,,,,
DVN,,,,,,,,,,,,
EC,,,,,,,,,,,,
EQT,,,,,,,,,,,,
YPF,,,,,,,,,,,,
EXE,,,,,,,,,,,,
PR,,,,,,,,,,,,
OVV,,,,,,,,,,,,
APA,,,,,,,,,,,,
HESM,,,,,,,,,,,,
NFG,,,,,,,,,,,,
CHRD,,,,,,,,,,,,
SM,,,,,,,,,,,,
MTDR,,,,,,,,,,,,
CRC,,,,,,,,,,,,
CRGY,,,,,,,,,,,,
BTE,,,,,,,,,,,,
BKV,,,,,,,,,,,,
MNR,,,,,,,,,,,,
KOS,,,,,,,,,,,,
TBN,,,,,,,,,,,,
SOC,,,,,,,,,,,,
INR,,,,,,,,,,,,
GFR,,,,,,,,,,,,
TXO,,,,,,,,,,,,
REPX,,,,,,,,,,,,
FTW,,,,,,,,,,,,
REI,,,,,,,,,,,,
EPSN,,,,,,,,,,,,
AMPY,,,,,,,,,,,,
PROP,,,,,,,,,,,,
INDO,,,,,,,,,,,,
EONR,,,,,,,,,,,,
SKYQ,,,,,,,,,,,,
BRN,,,,,,,,,,,,
TPET,,,,,,,,,,,,
COP,,,,,,,,,,,,
FANG,,,,,,,,,,,,
WDS,,,,,,,,,,,,
AR,,,,,,,,,,,,
RRC,,,,,,,,,,,,
VIST,,,,,,,,,,,,
MGY,,,,,,,,,,,,
MUR,,,,,,,,,,,,
CNX,,,,,,,,,,,,
PTEN,,,,,,,,,,,,
CRK,,,,,,,,,,,,
GPOR,,,,,,,,,,,,
WTTR,,,,,,,,,,,,
TALO,,,,,,,,,,,,
NOG,,,,,,,,,,,,
VET,,,,,,,,,,,,
NEXT,,,,,,,,,,,,
DEC,,,,,,,,,,,,
HPK,,,,,,,,,,,,
OBE,,,,,,,,,,,,
VTS,,,,,,,,,,,,
GPARK,,,,,,,,,,,,
GRNT,,,,,,,,,,,,
EGY,,,,,,,,,,,,
WTI,,,,,,,,,,,,
SD,,,,,,,,,,,,
CLB,,,,,,,,,,,,
PNRG,,,,,,,,,,,,
GTE,,,,,,,,,,,,
ANNA,,,,,,,,,,,,
KEGI,,,,,,,,,,,,
PED,,,,,,,,,,,,
EPM,,,,,,,,,,,,
EP,,,,,,,,,,,,
SLNG,,,,,,,,,,,,
BSIN,,,,,,,,,,,,
KLXE,,,,,,,,,,,,
AGIG,,,,,,,,,,,,
BATL,,,,,,,,,,,,
MXC,,,,,,,,,,,,
