Ticker,Security Name,Asset Class,Strategy,Theme,Geography,Category Flags
SBIETFQLTY.NS,SBIAMC-SBIETFQLTY,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SBILIQETF.NS,SBIAMC - SBILIQETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SBIMIDMOM.NS,SBIAMC - SBIMIDMOM,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SBINEQWETF.NS,SBIAMC - SBINEQWETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SBINMID150.NS,SBIAMC - SBINMID150,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SBISILVER.NS,SBIAMC - SBISILVER,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SBISMLETF.NS,SBIAMC - SBISMLETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SBIVALETF.NS,SBIAMC - SBIVALETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SELECTIPO.NS,MIRAEAMC - SELECTIPO,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SENSEXADD.NS,DSPAMC-DSPSENXETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SENSEXBETA.NS,UTIAMC-SENSEXBETA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SENSEXETF.NS,MIRAEAMC-SENSEXETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SENSEXIETF.NS,ICICIPruSensexETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SETF10GILT.NS,SBIAMC-SETF10GILT,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SETFGOLD.NS,SBI-ETFGold,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SHARIABEES.NS,NIPINDETFSHARIAHBEES,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVER1.NS,KOTAKMAMC-KOTAKSILVE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVER360.NS,360ONEAMC - SILVER360,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVERADD.NS,DSPAMC-DSPSILVETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVERAG.NS,MIRAEAMC-MASILVER,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVERBEES.NS,NIPPONAMC-SILVERBEES,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVERBETA.NS,UTIAMC-SILVERBETA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVERBND.NS,BANDHANAMC - SILVERBND,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVERCASE.NS,ZERODHAAMC - SILVERCASE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SILVERIETF.NS,ICICIPRAMC-ICICISILVE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SMALL250.NS,MIRAEAMC - SMALL250,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SMALLADD.NS,DSPAMC - SMALLADD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SMALLCAP.NS,MIRAEAMC-SMALLCAP,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SMALLGROWW.NS,GROWWAMC - SMALLGROWW,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SML100CASE.NS,ZERODHAAMC - SML100CASE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SNXT30BEES.NS,NIPPONAMC - SNXT30BEES,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
SNXT50BETA.NS,UTIAMC-SNXT50BETA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TATAGOLD.NS,TATAAML-TATAGOLD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TATSILV.NS,TATAAML-TATSILV,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TECH.NS,BIRLASLAMC-TECH,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TNIDETF.NS,TATAAML-TNIDETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TOP100CASE.NS,ZERODHAAMC-TOP100CASE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TOP10ADD.NS,DSPAMC - TOP10ADD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TOP15IETF.NS,ICICIPRAMC - TOP15IETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TOP20.NS,MIRAEAMC - TOP20,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
TWCGOLDETF.NS,WEALTH - TWCGOLDETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
UNIONGOLD.NS,UNIONAMC - UNIONGOLD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
VAL30IETF.NS,ICICIPRAMC - VAL30IETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain
ABSLMSCIN.NS,BIRLASLAMC - ABSLMSCIN,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
AONENIFTY.NS,AONEAMC - AONENIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
AXISNIFTY.NS,AXISAMC-AXISNIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
BSLNIFTY.NS,ABSLNiftyETF-GO,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
ENIFTY.NS,EDELAMC - ENIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
GROWWNIFTY.NS,GROWWAMC - GROWWNIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
HDFCNIFTY.NS,HDFCAMC-HDFCNIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
IDFNIFTYET.NS,BANDHANAMC-IDFNIFTYET,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
IVZINNIFTY.NS,InvescoMF-NiftyETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
LOWVOLIETF.NS,ICICIPruNiftyLowvol30,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
MON100.NS,MotilalOsNASDAQ100ETF,Equity,Plain,Broad Market & Core Indices,United States,Broad Market & Core Indices; Equity; Plain; United States
MONIFTY100.NS,MOTILALAMC - MONIFTY100,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
MONIFTY500.NS,MOTILALAMC-MONIFTY500,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
MSCI360.NS,360ONEAMC - MSCI360,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
MSCIADD.NS,DSPAMC - MSCIADD,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
MSCIINDIA.NS,KOTAKMAMC - MSCIINDIA,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIF100BEES.NS,NIPINDETFNIFTY100,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIF100IETF.NS,ICICIPruNifty100ETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTY1.NS,KotakNiftyETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTY100EW.NS,KOTAKMAMC - NIFTY100EW,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTYADD.NS,DSPAMC - DSPNIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTYBEES.NS,NIPINDETFNIFTYBEES,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTYBETA.NS,UTIAMC-NIFTYBETA,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTYBETF.NS,BFAM-NIFTYBETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTYCASE.NS,ZERODHAAMC - NIFTYCASE,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTYETF.NS,MIRAEAMC-MAN50ETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTYIETF.NS,ICICIPruNiftyETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
NIFTYQLITY.NS,BIRLASLAMC-NIFTYQLITY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
SETFNIF50.NS,SBI-ETFNifty50,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
SETFNN50.NS,SBI-ETFNiftyNext50,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain
GSEC5IETF.NS,ICICIPRAMC-ICICI5GSEC,Equity,Plain,Digital Infrastructure,India,Digital Infrastructure; Equity; India; Plain
DIVIDEND.NS,MIRAEAMC - DIVIDEND,Equity,Dividend/Income,Dividend & Income,India,Dividend & Income; Dividend/Income; Equity; India
HDFCGROWTH.NS,HDFCAMC-HDFCGROWTH,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India
MOMENTUM.NS,BIRLASLAMC-MOMENTUM,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India
MOMENTUM30.NS,KOTAKMAMC - MOMENTUM30,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India
MOMENTUM50.NS,MOTILALAMC - MOMENTUM50,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India
MOMOMENTUM.NS,MOTILALAMC-MOMOMENTUM,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India
HEALTHCARE.NS,MIRAEAMC - HEALTHCARE,Equity,Plain,Healthcare Broad,India,Equity; Healthcare Broad; India; Plain
INTERNET.NS,MIRAEAMC - INTERNET,Equity,Plain,Internet & E-Commerce,India,Equity; India; Internet & E-Commerce; Plain
CHEMICAL.NS,KOTAKMAMC - CHEMICAL,Equity,Plain,Materials & Chemicals,India,Equity; India; Materials & Chemicals; Plain
PSUBANK.NS,KotakMahindraMutualFun,Equity,Plain,Memory & Storage; Banking,India,Banking; Equity; India; Memory & Storage; Plain
PHARMABEES.NS,NIPPONAMC-NETFPHARMA,Equity,Plain,Pharmaceuticals,India,Equity; India; Pharmaceuticals; Plain
QGOLDHALF.NS,QuantumGoldFund-Exchan,Equity,Plain,Quantum Computing,India,Equity; India; Plain; Quantum Computing
QNIFTY.NS,QuantumNiftyETF,Equity,Plain,Quantum Computing; Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain; Quantum Computing
ENERGY.NS,MIRAEAMC - ENERGY,Equity,Plain,Traditional Energy,India,Equity; India; Plain; Traditional Energy
MOENERGY.NS,MOTILALAMC - MOENERGY,Equity,Plain,Traditional Energy,India,Equity; India; Plain; Traditional Energy
OILIETF.NS,ICICIPRAMC - OILIETF,Equity,Plain,Traditional Energy,India,Equity; India; Plain; Traditional Energy
AXISVALUE.NS,AXISAMC - AXISVALUE,Equity,Factor,Value & Quality,India,Equity; Factor; India; Value & Quality
HDFCVALUE.NS,HDFCAMC-HDFCVALUE,Equity,Factor,Value & Quality,India,Equity; Factor; India; Value & Quality
MOVALUE.NS,MOTILALAMC-MOVALUE,Equity,Factor,Value & Quality,India,Equity; Factor; India; Value & Quality
VALUE.NS,MIRAEAMC - VALUE,Equity,Factor,Value & Quality,India,Equity; Factor; India; Value & Quality
