Beta_Risk_Band,Signal_Count,Unique_Tickers,Mean_Forward_1D_Return_Pct,Median_Forward_1D_Return_Pct,Positive_Rate_Forward_1D_Return_Pct,Mean_Forward_5D_Return_Pct,Median_Forward_5D_Return_Pct,Positive_Rate_Forward_5D_Return_Pct,Mean_Forward_10D_Return_Pct,Median_Forward_10D_Return_Pct,Positive_Rate_Forward_10D_Return_Pct,Mean_Forward_21D_Return_Pct,Median_Forward_21D_Return_Pct,Positive_Rate_Forward_21D_Return_Pct,Mean_Forward_63D_Return_Pct,Median_Forward_63D_Return_Pct,Positive_Rate_Forward_63D_Return_Pct,Mean_Forward_126D_Return_Pct,Median_Forward_126D_Return_Pct,Positive_Rate_Forward_126D_Return_Pct,Median_MAE_21D_Pct,Median_MFE_21D_Pct,Median_Realized_Volatility_21D_Annualized_Pct,Median_MAE_63D_Pct,Median_MFE_63D_Pct,Median_Realized_Volatility_63D_Annualized_Pct
BALANCED,426,7,-0.031924756501692374,-0.056025973258289063,48.12206572769953,-0.07301981410802678,0.0734112622883476,50.8235294117647,0.25873981330070644,0.5072299299810012,54.60992907801418,0.9666491601369676,1.0310508161843313,57.61904761904761,2.703199454755834,2.2695038980582782,56.86274509803921,8.653653838186308,7.780325581092096,65.72164948453609,-4.642551875555306,6.013683096548417,28.852441074596975,-9.403264276642087,11.033636139050396,29.51199764603515
DEFENSIVE,49,3,-0.2254029527650575,-0.29229162601142056,44.89795918367347,-0.3070021465367729,-0.7744208910022421,43.75,-0.22731382208835776,-1.5135346126244453,40.42553191489361,-0.9669797181538073,-1.900551294756303,45.45454545454545,-0.6609409040561283,-5.621317026094019,47.368421052631575,9.33511176797991,19.515147353663597,62.96296296296296,-7.835685084399619,5.640805843859232,28.157562217344534,-14.053720980064893,13.53136826338136,27.083290234731244
HIGH_SENSITIVITY,231,7,0.16738812894772642,0.12397240933446074,53.246753246753244,0.05144525162976085,0.45537650624867254,55.21739130434783,0.6271579136276342,0.7418168107413026,57.70925110132159,2.833840245548367,3.263850598343887,64.70588235294117,8.07513172777095,7.605697587137095,63.41463414634146,9.02156518187889,8.323659356530577,59.4059405940594,-6.255179233887409,8.31844667954076,34.88942361088552,-9.466883554698224,19.050829263355794,36.88487871703962
VERY_HIGH_SENSITIVITY,78,4,0.6304216553708372,-0.2917483865307213,47.43589743589743,2.7356491681651582,-0.6771693327001338,46.15384615384615,5.776194143948936,1.0194497921366175,53.84615384615385,8.142721504708717,1.1790905036153876,52.56410256410257,10.422269998930023,-3.985292771283322,47.82608695652174,24.574303048225637,-9.057297318641455,33.33333333333333,-10.784154608183744,15.316482042714185,69.34574920853655,-18.264285043595052,29.40216351952185,64.84151066650088
