Test_Run_Timestamp,Run_ID,Engine,Code_Changed,Date_Changed,Ticker_Sample_Changed,D_Date,D1_Date,D2_Date,Ticker_Input,Full_Output,Simple_Output,Summary_Output,Rows_Validated,Rows_Skipped,PASS,PASS_AVOID,FLAG_REVIEW,Notes
2026-07-02T13:24:35,V5_DD2_RANDOM20_D2026-05-06_20260702_132435,Momentum_Detector_V5.py + Validate_V5_Status_DD2.py,No,Yes: D=2026-05-06,No: backtests/V5_Random20_TickerInput_20260702.csv,2026-05-06,2026-05-07,2026-05-08,backtests/V5_Random20_TickerInput_20260702.csv,backtests\V5_Random20_DD2_Intraday_Validation_D2026-05-06.csv,backtests\V5_Random20_DD2_Simple_Output_D2026-05-06_20260702_132435.csv,backtests\V5_Random20_DD2_Intraday_Validation_D2026-05-06_Summary.csv,19,1,0,5,13,Existing code used without modification. Historical 1H intraday replay enabled by current validator.
2026-07-02T13:36:39,V5_May06_Round1_ExistingRandom20_2026-05-06_20260702_133607,Momentum_Detector_V5.py + Validate_V5_Status_DD2.py,No,Yes: D=2026-05-06,Round sample seed 20260702,2026-05-06,2026-05-07,2026-05-08,backtests\V5_Random20_TickerInput_20260702.csv,backtests\V5_May06_Round1_ExistingRandom20_DD2_Enriched_20260702_133607.csv,backtests\V5_May06_Round1_ExistingRandom20_DD2_Enriched_20260702_133607.csv,backtests\V5_Random20_May06_May19_Round_Summary_20260702_133607.csv,19,1,0,5,13,Enriched random20 D/D+1/D+2 validation. Existing core engine code used unchanged. Selection rationale captured from D replay.
2026-07-02T13:37:06,V5_May06_Round2_Random20_2026-05-06_20260702_133607,Momentum_Detector_V5.py + Validate_V5_Status_DD2.py,No,Yes: D=2026-05-06,Round sample seed 2026050602,2026-05-06,2026-05-07,2026-05-08,backtests\V5_May06_Round2_Random20_TickerInput_20260702_133607.csv,backtests\V5_May06_Round2_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_May06_Round2_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_Random20_May06_May19_Round_Summary_20260702_133607.csv,18,2,1,6,11,Enriched random20 D/D+1/D+2 validation. Existing core engine code used unchanged. Selection rationale captured from D replay.
2026-07-02T13:37:36,V5_May06_Round3_Random20_2026-05-06_20260702_133607,Momentum_Detector_V5.py + Validate_V5_Status_DD2.py,No,Yes: D=2026-05-06,Round sample seed 2026050603,2026-05-06,2026-05-07,2026-05-08,backtests\V5_May06_Round3_Random20_TickerInput_20260702_133607.csv,backtests\V5_May06_Round3_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_May06_Round3_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_Random20_May06_May19_Round_Summary_20260702_133607.csv,18,2,1,3,14,Enriched random20 D/D+1/D+2 validation. Existing core engine code used unchanged. Selection rationale captured from D replay.
2026-07-02T13:38:07,V5_May19_Round1_Random20_2026-05-19_20260702_133607,Momentum_Detector_V5.py + Validate_V5_Status_DD2.py,No,Yes: D=2026-05-19,Round sample seed 2026051901,2026-05-19,2026-05-20,2026-05-21,backtests\V5_May19_Round1_Random20_TickerInput_20260702_133607.csv,backtests\V5_May19_Round1_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_May19_Round1_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_Random20_May06_May19_Round_Summary_20260702_133607.csv,20,0,1,2,14,Enriched random20 D/D+1/D+2 validation. Existing core engine code used unchanged. Selection rationale captured from D replay.
2026-07-02T13:38:38,V5_May19_Round2_Random20_2026-05-19_20260702_133607,Momentum_Detector_V5.py + Validate_V5_Status_DD2.py,No,Yes: D=2026-05-19,Round sample seed 2026051902,2026-05-19,2026-05-20,2026-05-21,backtests\V5_May19_Round2_Random20_TickerInput_20260702_133607.csv,backtests\V5_May19_Round2_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_May19_Round2_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_Random20_May06_May19_Round_Summary_20260702_133607.csv,20,0,2,5,12,Enriched random20 D/D+1/D+2 validation. Existing core engine code used unchanged. Selection rationale captured from D replay.
2026-07-02T13:39:07,V5_May19_Round3_Random20_2026-05-19_20260702_133607,Momentum_Detector_V5.py + Validate_V5_Status_DD2.py,No,Yes: D=2026-05-19,Round sample seed 2026051903,2026-05-19,2026-05-20,2026-05-21,backtests\V5_May19_Round3_Random20_TickerInput_20260702_133607.csv,backtests\V5_May19_Round3_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_May19_Round3_Random20_DD2_Enriched_20260702_133607.csv,backtests\V5_Random20_May06_May19_Round_Summary_20260702_133607.csv,19,1,1,7,11,Enriched random20 D/D+1/D+2 validation. Existing core engine code used unchanged. Selection rationale captured from D replay.
