Ticker,D_Date,D_Final_Decision,D_Final_Decision_Reason,D_Action_Status,D_Score,D_Entry_Timing_Status,D_Classification_Reason,D_Close,D_1H_Bars,D_4H_Bars,D_Intraday_Data_Status,D1_Date,D1_Open,D1_Close,D1_Final_Decision,D1_Final_Decision_Reason,D1_Action_Status,D1_Score,D1_1H_Bars,D1_4H_Bars,D1_Intraday_Data_Status,D2_Date,D2_Open,D2_Close,D2_Final_Decision,D2_Final_Decision_Reason,D2_Action_Status,D2_Score,D2_1H_Bars,D2_4H_Bars,D2_Intraday_Data_Status,Continuation_By_D2,Validation_Result,Validation_Note,Status_String_Check,Reason_String_Check,Daily_Replay_Limitation,File,Primary_D1_Open_Confirm,D1_Close_Confirm,Secondary_D2_Confirm,Double_Confirm_D1_D2,Primary_Validation_Result,Secondary_Validation_Result
ARQQ,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,8,Wait - Intraday Selling,below EMA200 | weekly downtrend | not outperforming SPY,15.68000030517578,17,5,OK,2026-05-07,15.43000030517578,15.43000030517578,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,17,5,OK,2026-05-08,15.43000030517578,14.960000038146973,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,16,5,OK,False,PASS_REJECT,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R2_D2026-05-06_Validation_20260702.csv,False,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
TRAK,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,3,Clean,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,9.720000267028809,12,4,OK,2026-05-07,9.890000343322754,10.149999618530272,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,3,15,5,OK,2026-05-08,10.029999732971191,10.229999542236328,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,3,14,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R2_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
AEYE,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,Clean,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,7.659999847412109,15,5,OK,2026-05-07,7.679999828338623,8.09000015258789,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,14,5,OK,2026-05-08,8.039999961853027,7.860000133514404,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,12,4,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R2_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
FSLR,2026-05-06,REJECT,weekly downtrend | not outperforming SPY,Avoid,0,Wait - Last Hour Bearish,weekly downtrend | not outperforming SPY,218.0,17,5,OK,2026-05-07,218.8999938964844,214.57000732421875,REJECT,weekly downtrend | not outperforming SPY,Avoid,0,17,5,OK,2026-05-08,216.9199981689453,219.9499969482422,REJECT,weekly downtrend | not outperforming SPY,Avoid,2,17,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R2_D2026-05-06_Validation_20260702.csv,True,False,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
PCTY,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,Wait - Daily Pullback Risk,below EMA200 | weekly downtrend | not outperforming SPY,102.52999877929688,12,5,OK,2026-05-07,104.36000061035156,109.12000274658205,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,8,13,5,OK,2026-05-08,114.9499969482422,110.9800033569336,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,8,11,4,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R2_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
ROP,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,Wait - Last Hour Bearish,below EMA200 | weekly downtrend | not outperforming SPY,350.260009765625,16,5,OK,2026-05-07,350.260009765625,352.44000244140625,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,5,14,5,OK,2026-05-08,349.8999938964844,343.32000732421875,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,5,14,5,OK,False,PASS_REJECT,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R2_D2026-05-06_Validation_20260702.csv,False,True,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
TEM,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,Clean,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,53.5,17,5,OK,2026-05-07,53.310001373291016,49.470001220703125,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,17,5,OK,2026-05-08,49.34999847412109,49.86000061035156,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,17,5,OK,False,PASS_REJECT,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R2_D2026-05-06_Validation_20260702.csv,False,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
ETN,2026-05-06,MOMENTUM_PRESENT_WAIT_CONFIRMATION,RS excess below 5.0%,Actionable Momentum Candidate,95,Clean,,421.3900146484375,17,5,OK,2026-05-07,419.0,399.1499938964844,REJECT,not outperforming SPY,Avoid,35,17,5,OK,2026-05-08,400.55999755859375,401.510009765625,REJECT,not outperforming SPY,Avoid,35,17,5,OK,False,PASS_WAIT,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,False,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
RNG,2026-05-06,MOMENTUM_PRESENT_WAIT_CONFIRMATION,5D extension above 12.0% | close location below 50.0%,Actionable Momentum Candidate,88,Clean,lower high and lower low | pullback on above-average volume | daily distribution,45.720001220703125,17,5,OK,2026-05-07,46.880001068115234,45.38999938964844,MOMENTUM_PRESENT_WAIT_CONFIRMATION,pullback on above-average volume | last 3H selling | 2+ bearish hourly candles,Downgraded - Wait,69,16,5,OK,2026-05-08,44.63999938964844,45.630001068115234,MOMENTUM_ACTIVE,all confirmation gates passed,Actionable Momentum Candidate,96,16,5,OK,True,OBSERVE_CONTINUED,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
SIMO,2026-05-06,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2+ bearish hourly candles | last 1H bearish,Downgraded - Wait,69,Wait - Last Hour Bearish,2+ bearish hourly candles | last 1H bearish,244.9499969482422,17,5,OK,2026-05-07,242.8500061035156,242.7100067138672,MOMENTUM_PRESENT_WAIT_CONFIRMATION,10D extension above 20.0% | close location below 50.0%,Actionable Momentum Candidate,91,17,5,OK,2026-05-08,251.17999267578125,253.58999633789065,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2+ bearish hourly candles | last 1H bearish,Downgraded - Wait,69,17,5,OK,True,OBSERVE_CONTINUED,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,False,False,True,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
CGNT,2026-05-06,REJECT,weekly flat,Avoid,45,Clean,weekly flat,10.56999969482422,15,5,OK,2026-05-07,10.925000190734863,11.0,REJECT,weekly flat,Avoid,45,16,5,OK,2026-05-08,10.979999542236328,11.109999656677246,MOMENTUM_PRESENT_WAIT_CONFIRMATION,lower high and lower low | 2+ bearish hourly candles | last 1H bearish,Downgraded - Wait,69,14,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
MCHP,2026-05-06,REJECT,distribution cluster,Avoid,40,Clean,distribution cluster,102.91999816894533,17,5,OK,2026-05-07,102.1500015258789,101.58000183105467,REJECT,distribution cluster,Avoid,40,17,5,OK,2026-05-08,105.0500030517578,99.08999633789062,REJECT,distribution cluster,Avoid,40,17,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,False,False,True,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
APH,2026-05-06,REJECT,not outperforming SPY | distribution cluster,Avoid,35,Clean,not outperforming SPY | distribution cluster,138.47000122070312,17,5,OK,2026-05-07,139.11000061035156,136.6199951171875,REJECT,not outperforming SPY | distribution cluster,Avoid,35,17,5,OK,2026-05-08,137.5800018310547,128.02999877929688,REJECT,below EMA200 | weekly mixed | not outperforming SPY | distribution cluster,Avoid,9,17,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
OPTX,2026-05-06,REJECT,excess volatility,Avoid,30,Wait - Last Hour Bearish,excess volatility,7.619999885559082,17,5,OK,2026-05-07,7.590000152587891,7.050000190734863,REJECT,excess volatility,Rejected - Distribution Risk,25,16,5,OK,2026-05-08,7.170000076293945,7.320000171661377,REJECT,excess volatility,Avoid,30,17,5,OK,False,PASS_REJECT,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,False,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
RBBN,2026-05-06,REJECT,below EMA200 | weekly mixed | not outperforming SPY,Avoid,20,Clean,below EMA200 | weekly mixed | not outperforming SPY,2.680000066757202,12,5,OK,2026-05-07,2.690000057220459,2.690000057220459,REJECT,below EMA200 | weekly mixed | not outperforming SPY,Avoid,20,13,5,OK,2026-05-08,2.680000066757202,2.7799999713897705,REJECT,below EMA200 | weekly mixed | not outperforming SPY,Avoid,20,11,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
CLBT,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Rejected - Distribution Risk,15,Failed - Distribution Risk,below EMA200 | weekly downtrend | not outperforming SPY,13.170000076293944,14,5,OK,2026-05-07,13.5,13.8100004196167,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,15,15,5,OK,2026-05-08,13.670000076293944,13.619999885559082,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,15,16,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
HUYA,2026-05-06,REJECT,below EMA200 | weekly downtrend,Avoid,13,Clean,below EMA200 | weekly downtrend,3.2799999713897705,16,5,OK,2026-05-07,3.259999990463257,3.200000047683716,REJECT,below EMA200 | weekly downtrend,Avoid,13,16,5,OK,2026-05-08,3.25,3.0999999046325684,REJECT,below EMA200 | weekly downtrend,Rejected - Distribution Risk,9,16,5,OK,False,PASS_REJECT,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,False,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
INOD,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,12,Clean,below EMA200 | weekly downtrend | not outperforming SPY,46.5099983215332,17,5,OK,2026-05-07,47.209999084472656,45.63999938964844,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,17,5,OK,2026-05-08,72.91999816894531,84.88999938964844,REJECT,weekly mixed,Avoid,42,17,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,False,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
ACIW,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,3,Wait - Last Hour Bearish,below EMA200 | weekly downtrend | not outperforming SPY,43.27000045776367,10,4,OK,2026-05-07,47.29999923706055,46.650001525878906,REJECT,weekly downtrend | not outperforming SPY,Avoid,15,12,5,OK,2026-05-08,46.09999847412109,45.5099983215332,REJECT,weekly mixed | not outperforming SPY,Avoid,22,12,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
BLND,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,3,Clean,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,1.600000023841858,15,5,OK,2026-05-07,1.6200000047683716,1.6200000047683716,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,3,16,5,OK,2026-05-08,1.4550000429153442,1.3799999952316284,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,16,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
ARBB,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,Clean,below EMA200 | weekly downtrend | not outperforming SPY,4.869999885559082,17,5,OK,2026-05-07,4.659999847412109,4.619999885559082,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Rejected - Distribution Risk,0,15,5,OK,2026-05-08,4.360000133514404,4.519999980926514,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,10,5,OK,False,PASS_REJECT,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,False,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
CHKP,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,Wait - Daily Pullback Risk,below EMA200 | weekly downtrend | not outperforming SPY,114.2699966430664,17,5,OK,2026-05-07,115.93000030517578,115.55999755859376,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,3,14,5,OK,2026-05-08,113.29000091552734,114.93000030517578,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,14,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
FLUT,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Rejected - Distribution Risk,0,Failed - Distribution Risk,below EMA200 | weekly downtrend | not outperforming SPY,99.11000061035156,17,5,OK,2026-05-07,101.73999786376952,101.1999969482422,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,2,17,5,OK,2026-05-08,101.26000213623048,101.19000244140624,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,2,17,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
MDB,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,Wait - Last Hour Bearish,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,265.260009765625,17,5,OK,2026-05-07,290.0599975585937,293.4200134277344,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,17,5,OK,2026-05-08,289.6499938964844,299.4700012207031,REJECT,below EMA200 | weekly downtrend | not outperforming SPY | distribution cluster,Avoid,0,17,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
NXDR,2026-05-06,REJECT,below EMA200 | weekly downtrend | not outperforming SPY,Avoid,0,Wait - Last Hour Bearish,below EMA200 | weekly downtrend | not outperforming SPY,1.6299999952316284,15,5,OK,2026-05-07,1.7999999523162842,1.919999957084656,REJECT,weekly downtrend | not outperforming SPY,Avoid,2,17,5,OK,2026-05-08,1.8799999952316284,2.0199999809265137,REJECT,weekly mixed,Avoid,31,16,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May06_R3_D2026-05-06_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
KLIC,2026-05-19,MOMENTUM_ACTIVE,all confirmation gates passed,Actionable Momentum Candidate,87,Clean,lower high and lower low | pullback on above-average volume,97.62000274658205,14,5,OK,2026-05-20,99.37000274658205,101.2300033569336,MOMENTUM_PRESENT_WAIT_CONFIRMATION,last 3H selling | 2+ bearish hourly candles | last 1H bearish,Downgraded - Wait,69,16,5,OK,2026-05-21,100.76000213623048,101.08999633789062,MOMENTUM_PRESENT_WAIT_CONFIRMATION,pullback on above-average volume | 2+ bearish hourly candles | last 1H bearish,Downgraded - Wait,69,16,5,OK,True,PASS,Active momentum requires D+1/D+2 continuation above D close.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,True,True,True,True,PRIMARY_PASS,MULTIDAY_PASS
RELL,2026-05-19,MOMENTUM_PRESENT_WAIT_CONFIRMATION,lower high and lower low | pullback on above-average volume | last 3H selling,Watchlist Candidate,84,Clean,lower high and lower low | pullback on above-average volume | last 3H selling,15.289999961853027,11,5,OK,2026-05-20,15.5,16.950000762939453,MOMENTUM_ACTIVE,all confirmation gates passed,Actionable Momentum Candidate,96,11,4,OK,2026-05-21,16.600000381469727,18.420000076293945,MOMENTUM_PRESENT_WAIT_CONFIRMATION,10D extension above 20.0%,Actionable Momentum Candidate,96,16,5,OK,True,OBSERVE_CONTINUED,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
NYAX,2026-05-19,MOMENTUM_PRESENT_WAIT_CONFIRMATION,below EMA20 with deep 20D-high pullback,Watchlist Candidate,81,Clean,below EMA20 with deep 20D-high pullback,67.0,12,5,OK,2026-05-20,65.55999755859375,66.80999755859375,REJECT,not qualified,Avoid,68,11,5,OK,2026-05-21,67.21499633789062,67.02999877929688,REJECT,last 3H selling | 2+ bearish hourly candles,Avoid,68,5,3,OK,True,OBSERVE_CONTINUED,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,False,False,True,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
PDC,2026-05-19,MOMENTUM_PRESENT_WAIT_CONFIRMATION,lower high and lower low,Watchlist Candidate,81,Clean,lower high and lower low,7.179999828338623,10,4,OK,2026-05-20,7.170000076293945,7.039999961853027,MOMENTUM_PRESENT_WAIT_CONFIRMATION,below EMA20 with deep 20D-high pullback,Watchlist Candidate,81,11,5,OK,2026-05-21,7.019999980926514,6.929999828338623,MOMENTUM_PRESENT_WAIT_CONFIRMATION,lower high and lower low | last 3H selling,Watchlist Candidate,77,11,5,OK,False,PASS_WAIT,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,False,False,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
RNG,2026-05-19,REJECT,2+ bearish hourly candles,Avoid,69,Clean,2+ bearish hourly candles,42.59000015258789,17,5,OK,2026-05-20,41.95000076293945,43.5099983215332,REJECT,last 3H selling,Avoid,69,15,5,OK,2026-05-21,42.20000076293945,42.220001220703125,REJECT,not qualified,Avoid,69,16,5,OK,False,PASS_REJECT,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,False,True,False,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
MTCH,2026-05-19,REJECT,weekly mixed,Avoid,45,Wait - Last Hour Bearish,weekly mixed,35.349998474121094,12,5,OK,2026-05-20,35.150001525878906,35.9900016784668,REJECT,weekly mixed,Avoid,45,10,4,OK,2026-05-21,35.61000061035156,35.65999984741211,REJECT,weekly mixed,Avoid,45,11,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,False,True,True,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
PAYS,2026-05-19,REJECT,weekly flat | distribution cluster,Avoid,40,Clean,weekly flat | distribution cluster,5.960000038146973,11,5,OK,2026-05-20,5.96999979019165,6.150000095367432,REJECT,weekly flat | distribution cluster,Avoid,40,11,5,OK,2026-05-21,6.059999942779541,6.340000152587891,REJECT,weekly flat | distribution cluster,Avoid,40,11,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
VECO,2026-05-19,REJECT,distribution cluster,Avoid,40,Clean,distribution cluster,54.68999862670898,16,5,OK,2026-05-20,55.900001525878906,56.63999938964844,REJECT,distribution cluster,Avoid,40,16,5,OK,2026-05-21,56.86000061035156,57.7400016784668,REJECT,distribution cluster,Avoid,40,16,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,True,True,True,True,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
IPM,2026-05-19,REJECT,weekly mixed | not outperforming SPY,Avoid,27,Clean,weekly mixed | not outperforming SPY,1.919999957084656,9,4,OK,2026-05-20,1.870000004768372,1.899999976158142,REJECT,weekly mixed | not outperforming SPY,Avoid,27,7,3,OK,2026-05-21,1.899999976158142,1.9700000286102293,REJECT,weekly mixed | not outperforming SPY,Avoid,27,6,3,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.,backtests\V5_FinalDecision_May19_R1_D2026-05-19_Validation_20260702.csv,False,False,True,False,NOT_MOMENTUM_ACTIVE,NOT_MOMENTUM_ACTIVE
