Ticker,D_Date,D_Final_Decision,D_Final_Decision_Reason,D_Action_Status,D_Score,D_Entry_Timing_Status,D_Classification_Reason,D_Close,D_Trend_Score,D_Relative_Strength_Score,D_Breakout_Score,D_Accumulation_Score,D_Volatility_Score,D_Weekly_Trend_Score,D_EMA_20,D_EMA_50,D_EMA_150,D_EMA_200,D_EMA_200_Slope_Pct_50D,D_Close_Below_EMA20,D_Weekly_Trend,D_Weekly_Close,D_Weekly_SMA_30,D_Weekly_SMA_30_Slope_Pct_10W,D_Benchmark_Ticker,D_Benchmark_Return_126D_Pct,D_Return_63D_Pct,D_Return_126D_Pct,D_Return_252D_Pct,D_RS_126D_Excess_Pct,D_RS_Ratio,D_RS_SMA_50,D_RS_SMA_200,D_RS_Slope_Pct_50D,D_Distribution_Days_50,D_Accumulation_Days_50,D_Net_Accumulation_50,D_Latest_Distribution_Day,D_ATR_Pct,D_Relative_Volume_20,D_Volume,D_Volume_Avg_20,D_Volume_Avg_50,D_Avg_Dollar_Volume_50D,D_Min_Avg_Dollar_Volume_50D,D_Liquidity_Status,D_Close_Location_Pct,D_Return_5D_Pct,D_Return_10D_Pct,D_Distance_From_20D_High_Pct,D_Distance_From_52W_High_Pct,D_Lower_High_Day,D_Lower_Low_Day,D_Daily_Change_Pct,D_Extension_Risk,D_1H_Bars,D_4H_Bars,D_Intraday_Data_Status,D1_Date,D1_Open,D1_Close,D1_Final_Decision,D1_Final_Decision_Reason,D1_Action_Status,D1_Score,D1_1H_Bars,D1_4H_Bars,D1_Intraday_Data_Status,D2_Date,D2_Open,D2_Close,D2_Final_Decision,D2_Final_Decision_Reason,D2_Action_Status,D2_Score,D2_1H_Bars,D2_4H_Bars,D2_Intraday_Data_Status,Continuation_By_D2,Validation_Result,Validation_Note,Status_String_Check,Reason_String_Check,Daily_Replay_Limitation
CSX,2026-04-23,MOMENTUM_ACTIVE,all confirmation gates passed,Actionable Momentum Candidate,100,Clean,,46.18000030517578,30,25,20,11,10,15,42.45253396723448,41.087432631933765,38.36575422524177,37.5174561116936,7.210619615783753,False,Uptrend,43.31999969482422,37.780666478474934,6.358501082056933,SPY,5.5356158137331635,29.066522863876077,29.247133772242396,66.23469821358061,23.711517958509233,0.06518455714512789,0.061102659254784114,0.05521510559923943,10.306928337045939,4.0,6.0,2.0,False,1.9999369842131292,2.024391114459318,26657000,13167910.0,12908342.0,533730573.62893677,5000000,OK,78.73566746322321,8.09924856180917,8.68439275345807,-0.7948419719633226,0.7948419719633268,False,False,6.947660905042663,False,17,5,OK,2026-04-24,45.86000061035156,45.40999984741211,MOMENTUM_PRESENT_WAIT_CONFIRMATION,close location below 50.0%,Actionable Momentum Candidate,87,17,5,OK,2026-04-27,45.33000183105469,45.459999084472656,MOMENTUM_PRESENT_WAIT_CONFIRMATION,relative volume below 1.0x,Actionable Momentum Candidate,100,17,5,OK,False,FLAG_REVIEW,Active momentum requires D+1/D+2 continuation above D close.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.
FVR,2026-04-23,MOMENTUM_PRESENT_WAIT_CONFIRMATION,close location below 50.0% | average dollar volume below 5000000,Actionable Momentum Candidate,100,Clean,,17.3799991607666,30,25,8,15,10,15,16.69536315944546,16.318813762117845,15.488669154181334,15.312808982079702,4.426835936441331,False,Uptrend,17.260000228881836,15.28166659673055,7.592114660812066,SPY,5.5356158137331635,4.825085891084413,26.399993896484375,42.57587989367353,20.864378082751212,0.02453242834539979,0.024075520299756112,0.02186926309375917,1.7948673619758715,1.0,4.0,3.0,False,3.2364780835582105,1.428169806016306,152400,106710.0,114332.0,1871065.8785820007,5000000,LOW,42.30752301654256,2.657996736439805,5.205803142691612,-3.013397953282948,3.013397953282944,False,False,1.341105232374562,False,11,5,OK,2026-04-24,17.299999237060547,17.709999084472656,MOMENTUM_PRESENT_WAIT_CONFIRMATION,average dollar volume below 5000000,Actionable Momentum Candidate,100,14,5,OK,2026-04-27,17.59000015258789,17.360000610351562,MOMENTUM_PRESENT_WAIT_CONFIRMATION,relative volume below 1.0x | close location below 50.0% | average dollar volume below 5000000,Actionable Momentum Candidate,99,13,5,OK,True,OBSERVE_CONTINUED,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.
BATRA,2026-04-23,MOMENTUM_PRESENT_WAIT_CONFIRMATION,close location below 50.0% | average dollar volume below 5000000,Actionable Momentum Candidate,97,Clean,pullback on above-average volume,53.11000061035156,30,21,14,7,10,15,50.50137717493711,48.47368179815414,46.214733549642006,45.78632524155006,4.209706292543758,False,Uptrend,52.81999969482422,44.89799982706706,0.8887133826708693,SPY,5.5356158137331635,24.233919556377927,22.93981405647041,24.146802538138058,17.404198242737248,0.0749664756796294,0.07161495176285179,0.0683903739354059,13.859550425300915,3.0,8.0,5.0,True,1.9783746059144933,1.5734424738517507,121100,76965.0,67704.0,3315246.8433685303,5000000,LOW,7.547101909987548,5.58648392825547,8.211081151074762,-2.6932963931612264,2.6932963931612224,False,True,-1.3558683881267353,False,11,4,OK,2026-04-24,53.2400016784668,53.65999984741211,MOMENTUM_PRESENT_WAIT_CONFIRMATION,average dollar volume below 5000000,Actionable Momentum Candidate,100,11,5,OK,2026-04-27,53.880001068115234,53.529998779296875,MOMENTUM_PRESENT_WAIT_CONFIRMATION,relative volume below 1.0x | close location below 50.0% | average dollar volume below 5000000,Actionable Momentum Candidate,100,9,4,OK,True,OBSERVE_CONTINUED,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.
KRT,2026-04-23,MOMENTUM_PRESENT_WAIT_CONFIRMATION,average dollar volume below 5000000,Actionable Momentum Candidate,87,Clean,,28.90999984741211,22,21,4,15,10,15,28.532251685474876,27.1946330985708,25.843526546048377,25.860381293924284,2.8387653377507593,False,Uptrend,30.200000762939453,24.618833541870117,1.3976125568215814,SPY,5.5356158137331635,16.104418836607714,13.328105009896763,15.918200594796028,7.7924891961636,0.04080739551030412,0.03952268982883179,0.03763668733472006,8.629286082064723,5.0,8.0,3.0,False,3.368582981051433,1.2357962575611963,109300,88445.0,81636.0,2220564.978412628,5000000,LOW,50.64924127202739,0.5565212083899373,-3.0516427120220735,-5.830621729782504,11.536109004156247,False,False,1.8316325077248008,False,9,3,OK,2026-04-24,28.889999389648438,29.209999084472656,MOMENTUM_PRESENT_WAIT_CONFIRMATION,relative volume below 1.0x | average dollar volume below 5000000,Actionable Momentum Candidate,87,9,4,OK,2026-04-27,29.3799991607666,29.270000457763672,MOMENTUM_PRESENT_WAIT_CONFIRMATION,relative volume below 1.0x | close location below 50.0% | average dollar volume below 5000000,Actionable Momentum Candidate,95,10,5,OK,True,OBSERVE_CONTINUED,Momentum is present but not active; continuation is observed but not required.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.
ILMN,2026-04-23,REJECT,below EMA20 with deep 20D-high pullback | lower high and lower low | daily distribution | daily distribution below EMA20,Avoid,60,Wait - Daily Pullback Risk,below EMA20 with deep 20D-high pullback | lower high and lower low | daily distribution | daily distribution below EMA20,125.44000244140625,22,12,4,0,7,15,128.15632629514826,127.39467157662007,122.68122152710691,120.20753609661904,2.6706791760467974,True,Uptrend,134.5,123.58000030517579,7.044481893089061,SPY,5.5356158137331635,-18.51899647417399,26.758289815999458,68.71554137969214,21.222674002266295,0.17706260184910372,0.184252598846111,0.1749424045047082,2.7058057665700908,6.0,4.0,-2.0,False,4.155087059967415,1.1232089552238806,1505100,1340000.0,1724696.0,214186741.03015137,5000000,OK,56.3514180876411,-5.485231097301457,1.4312317446976364,-8.962908372512036,19.346747620431415,True,True,-3.8773927652059337,False,16,5,OK,2026-04-24,124.6500015258789,127.87999725341797,MOMENTUM_PRESENT_WAIT_CONFIRMATION,below EMA20 with early 20D-high pullback,Watchlist Candidate,73,14,5,OK,2026-04-27,126.93000030517578,128.52000427246094,MOMENTUM_PRESENT_WAIT_CONFIRMATION,last 1H bearish,Downgraded - Wait,69,14,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.
ACA,2026-04-23,REJECT,distribution cluster,Avoid,40,Clean,distribution cluster,120.19000244140625,30,12,8,1,10,15,112.33996625462116,111.5313949574359,107.38956731120876,105.15796036293554,4.471639434172658,False,Uptrend,114.4800033569336,107.0443333943685,5.574038987691443,SPY,5.5356158137331635,3.0170603648795424,26.862998893278743,56.64016314753029,21.32738307954558,0.16965205783112186,0.1663111948738356,0.15462752316094644,-8.387623378973563,10.0,12.0,2.0,False,2.8654037647474295,0.7511789387694479,202300,269310.0,326904.0,36371120.28544617,5000000,OK,55.500030517578125,8.484521570720084,7.302919515372364,-1.4593742407823629,8.25190653327767,False,False,2.0028859998961313,False,14,5,OK,2026-04-24,120.0,119.44000244140625,REJECT,distribution cluster,Avoid,40,15,5,OK,2026-04-27,119.2300033569336,120.44000244140625,REJECT,distribution cluster,Avoid,40,10,3,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.
VMD,2026-04-23,REJECT,distribution cluster,Avoid,40,Clean,distribution cluster,9.489999771118164,30,12,8,10,10,15,9.482546320091524,9.084787447281789,8.146881095755877,7.9379631803386275,11.334466705313195,False,Uptrend,9.739999771118164,7.6999999523162845,10.759493521840469,SPY,5.5356158137331635,27.725437286317757,38.945825433754266,39.1495532588288,33.4102096200211,0.013395440197049344,0.013498349986658047,0.0112018866711107,11.836574745918416,8.0,15.0,7.0,False,3.092728700452397,0.41782674011016524,104300,249625.0,294270.0,2707203.3005046844,5000000,LOW,18.749850988245953,-0.8359448929692426,0.0,-5.279970850062776,5.6660101861134216,False,False,-0.21030975060264412,False,8,3,OK,2026-04-24,9.460000038146973,9.65999984741211,REJECT,distribution cluster,Avoid,40,8,3,OK,2026-04-27,9.600000381469727,9.880000114440918,MOMENTUM_PRESENT_WAIT_CONFIRMATION,average dollar volume below 5000000,Actionable Momentum Candidate,100,12,4,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.
DOC,2026-04-23,REJECT,below EMA200 | weekly downtrend | not outperforming benchmark SPY,Avoid,19,Wait - Last Hour Bearish,below EMA200 | weekly downtrend | not outperforming benchmark SPY,16.40999984741211,0,0,4,15,10,-10,16.799490376338262,16.939595769217767,17.310454082427214,17.52203789135621,-1.9188099205020293,True,Downtrend,17.3700008392334,17.38133347829183,-1.4533284266318613,SPY,5.5356158137331635,-7.757172552536251,-11.679225431671082,-12.759168988153046,-17.214841245404244,0.023163243086537763,0.025174492479791633,0.02621807059486875,-5.695625341454447,3.0,6.0,3.0,False,2.542003264360715,1.2368824670275123,10060400,8133675.0,8462582.0,143732958.99100113,5000000,OK,86.95661187865922,-4.481958347414549,-1.677655348627094,-5.851981869792544,16.6158557269111,True,True,0.4898954322095195,False,17,5,OK,2026-04-24,16.399999618530273,16.43000030517578,REJECT,below EMA200 | weekly downtrend | not outperforming benchmark SPY,Avoid,19,17,5,OK,2026-04-27,16.469999313354492,16.200000762939453,REJECT,below EMA200 | weekly downtrend | not outperforming benchmark SPY,Avoid,19,17,5,OK,True,FLAG_REVIEW,Rejected rows should not show clean immediate continuation without review.,OK,OK,Historical extended-hours quote status is not replayable from daily bars. Historical 1H/4H candle availability is recorded per row.
