ticker
APA
APC
BKR
BWLP
CAPL
CHRD
CLMT
CNQ
CNR
CRGY
CTXAY
CVE
CVI
DINO
DK
DKL
EC
EFXT
EOG
FANG
FTI
HAL
HP
IDKOY
IEP
IMO
IRPSY
JXHLY
LBRT
MGY
MGYOY
MOHCY
MPC
MUR
MUSA
NE
NOG
NTOIY
OVV
OXY
PARR
PBF
PBR
PSX
PTEN
RBSFY
RIG
SDRL
SGU
SM
SU
SUN
TALO
TOIPY
UGP
VAL
VG
VIST
VLO
WKC
YPF
