Ticker,Status,Gate_Status,Close,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,High_252D,Distance_From_52W_High_Pct,Low_50D,Volume,Volume_Avg_20,Volume_Avg_50,Volume_Ratio_20_50,ADX,ATR,ATR_Pct,OBV,OBV_EMA_50,Trend_Score,Relative_Strength_Score,High_Proximity_Score,Volume_Score,ADX_Score,Risk_Quality_Score,Raw_Mo_Score,Intraday_Risk_Flag,Intraday_Risk_Reason,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish,Intraday_Risk_Penalty,Final_Mo_Score,Stop_ATR_3x,Stop_50D_Low,Stop_EMA50_Buffer,Recommended_Stop,Stop_Distance_Pct,Risk_Per_Share,Position_Size
ZETA,Disqualified,126D return <= 0,22.674999237060547,19.87901064843566,18.861393615013412,18.672072192768997,4.454771277134961,55.20191492062996,-4.122623243958923,51.773760869669296,25.950000762939453,12.620429401127828,15.600000381469727,3195806.0,9259245.3,9719532.12,0.9526431093269541,20.944692733803546,1.348230638700001,5.945890558163377,367615006.0,344073348.27852046,30,15,10,5,10,7,77,False,,5.514190221327886,5.596267394440924,0,False,0,77,18.630307320960544,15.600000381469727,19.481430435466947,19.481430435466947,14.084096622036292,3.1935688015935995,31
