Ticker,Symbol,Security Name,Listing Exchange,Market Category,ETF, MarketCap ,TrailingPE,ForwardPE,Sector,Industry
OWLS,OWLS,OBOOK Holdings Inc. - Class A Common Shares,Q,G,N,"51,53,24,287.00",,,Technology,Computer Software: Prepackaged Software
CERS,CERS,Cerus Corporation - Common Stock,Q,G,N,"51,39,46,418.00",,,Technology,EDP Services
ALOY,ALOY,REalloys Inc. - Common Stock,Q,S,N,"50,44,40,249.00",,,Technology,EDP Services
TASK,TASK,"TaskUs, Inc. - Class A Common Stock",Q,Q,N,"49,81,85,435.00",,,Technology,EDP Services
NRDS,NRDS,"NerdWallet, Inc. - Class A Common Stock",Q,G,N,"49,76,69,095.00",,,Technology,EDP Services
GLOO,GLOO,"Gloo Holdings, Inc. - Common Stock",Q,Q,N,"49,46,88,666.00",,,Technology,EDP Services
CRNC,CRNC,Cerence Inc. - Common Stock,Q,Q,N,"47,70,02,512.00",,,Technology,Computer Software: Prepackaged Software
RBBN,RBBN,Ribbon Communications Inc.  - Common Stock,Q,Q,N,"46,85,12,304.00",,,Technology,EDP Services
CINT,CINT,CI&T Inc Class A Common Shares,N, ,N,"46,52,92,008.00",,,Technology,EDP Services
DDD,DDD,3D Systems Corporation Common Stock,N, ,N,"46,50,87,423.00",,,Technology,Computer Software: Prepackaged Software
NVEC,NVEC,NVE Corporation - Common Stock,Q,S,N,"45,01,46,668.00",,,Technology,Semiconductors
OSPN,OSPN,OneSpan Inc. - Common Stock,Q,S,N,"44,96,93,671.00",,,Technology,EDP Services
PUBM,PUBM,"PubMatic, Inc. - Class A Common Stock",Q,G,N,"44,37,65,970.00",,,Technology,Computer Software: Programming Data Processing
ECX,ECX,ECARX Holdings Inc. - Class A Ordinary shares,Q,G,N,"44,20,29,581.00",,,Technology,EDP Services
ERII,ERII,"Energy Recovery, Inc. - Common Stock",Q,Q,N,"44,14,85,143.00",,,Technology,Industrial Machinery/Components
ALMU,ALMU,"Aeluma, Inc. - Common Stock",Q,S,N,"44,12,52,280.00",,,Technology,Semiconductors
BLZE,BLZE,"Backblaze, Inc. - Common Stock",Q,G,N,"43,59,00,000.00",,,Technology,Computer Software: Prepackaged Software
BMBL,BMBL,Bumble Inc. - common stock,Q,Q,N,"43,49,87,945.00",,,Technology,Computer Software: Programming Data Processing
DCBO,DCBO,Docebo Inc. - Common Shares,Q,Q,N,"42,56,28,763.00",,,Technology,Computer Software: Prepackaged Software
VREX,VREX,Varex Imaging Corporation - Common Stock,Q,Q,N,"42,33,15,500.00",,,Technology,Industrial Machinery/Components
RPD,RPD,"Rapid7, Inc. - Common Stock",Q,G,N,"41,69,76,275.00",,,Technology,Computer Software: Prepackaged Software
DVLT,DVLT,Datavault AI Inc. - Common Stock,Q,S,N,"41,54,85,806.00",,,Technology,Semiconductors
WEAV,WEAV,"Weave Communications, Inc. Common Stock",N, ,N,"41,09,56,505.00",,,Technology,Computer Software: Prepackaged Software
PERI,PERI,Perion Network Ltd - Ordinary Shares,Q,Q,N,"41,02,15,227.00",,,Technology,EDP Services
IBEX,IBEX,IBEX Limited - Common Share,Q,G,N,"40,60,91,888.00",,,Technology,EDP Services
SOHU,SOHU,Sohu.com Limited  - American Depositary Shares,Q,Q,N,"40,58,94,673.00",,,Technology,EDP Services
