Ticker,Symbol,Security Name,Listing Exchange,Market Category,ETF, MarketCap ,TrailingPE,ForwardPE,Sector,Industry
HTO,HTO,H2O America  - Common Stock,Q,Q,N,"2,33,42,67,380.00",,,Utilities,Water Supply
HE,HE,"Hawaiian Electric Industries, Inc. Common Stock",N, ,N,"2,32,62,65,033.00",,,Utilities,Electric Utilities: Central
CEPU,CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),N, ,N,"2,17,83,15,347.00",,,Utilities,Electric Utilities: Central
NWN,NWN,Northwest Natural Holding Company Common Stock,N, ,N,"2,09,56,01,530.00",,,Utilities,Oil/Gas Transmission
NNE,NNE,Nano Nuclear Energy Inc. - common stock,Q,S,N,"1,42,85,43,053.00",,,Utilities,Electric Utilities: Central
ADTN,ADTN,"ADTRAN Holdings, Inc. - Common Stock",Q,Q,N,"1,23,19,81,101.00",,,Utilities,Telecommunications Equipment
EDN,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,N, ,N,"1,06,90,90,247.00",,,Utilities,Electric Utilities: Central
MSEX,MSEX,Middlesex Water Company - Common Stock,Q,Q,N,"96,60,43,945.00",,,Utilities,Water Supply
UTL,UTL,UNITIL Corporation Common Stock,N, ,N,"91,21,34,118.00",,,Utilities,Power Generation
NTGR,NTGR,"NETGEAR, Inc. - Common Stock",Q,Q,N,"68,99,19,707.00",,,Utilities,Telecommunications Equipment
OIO,OIO,OIO Group - Ordinary Shares,Q,S,N,"64,38,40,900.00",,,Utilities,Environmental Services
SMC,SMC,Summit Midstream Corporation Common Stock,N, ,N,"63,37,55,543.00",,,Utilities,Natural Gas Distribution
CLFD,CLFD,"Clearfield, Inc. - Common Stock",Q,G,N,"56,96,70,163.00",,,Utilities,Telecommunications Equipment
YORW,YORW,The York Water Company - Common Stock,Q,Q,N,"47,69,59,800.00",,,Utilities,Water Supply
CWCO,CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,Q,Q,N,"47,20,05,605.00",,,Utilities,Water Supply
CLNE,CLNE,Clean Energy Fuels Corp. - Common Stock,Q,Q,N,"45,36,84,769.00",,,Utilities,Natural Gas Distribution
WAVE,WAVE,Eco Wave Power Global AB (publ) - American Depositary Shares,Q,S,N,"40,87,76,445.00",,,Utilities,Electric Utilities: Central
CDZI,CDZI,"Cadiz, Inc. - Common Stock",Q,G,N,"38,83,73,967.00",,,Utilities,Water Supply
OPAL,OPAL,OPAL Fuels Inc. - Class A Common Stock,Q,S,N,"35,84,08,272.00",,,Utilities,Natural Gas Distribution
GNE,GNE,Genie Energy Ltd. Class B Common Stock Stock,N, ,N,"34,41,20,192.00",,,Utilities,Power Generation
ARTNA,ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,Q,N,"33,25,50,148.00",,,Utilities,Water Supply
ELLO,ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),A, ,N,"32,44,57,234.00",,,Utilities,Electric Utilities: Central
PCYO,PCYO,Pure Cycle Corporation - Common Stock,Q,S,N,"26,77,94,418.00",,,Utilities,Water Supply
RGCO,RGCO,RGC Resources Inc. - Common Stock,Q,G,N,"24,35,27,450.00",,,Utilities,Oil & Gas Production
MNTK,MNTK,"Montauk Renewables, Inc. - Common Stock",Q,S,N,"23,84,21,408.00",,,Utilities,Natural Gas Distribution
AUDC,AUDC,AudioCodes Ltd. - Ordinary Shares,Q,Q,N,"21,83,57,722.00",,,Utilities,Telecommunications Equipment
NFE,NFE,New Fortress Energy Inc. - Class A Common Stock,Q,Q,N,"20,08,01,159.00",,,Utilities,Oil/Gas Transmission
GWRS,GWRS,"Global Water Resources, Inc. - common stock",Q,G,N,"20,07,70,165.00",,,Utilities,Water Supply
VIVO,VIVO,VivoPower PLC - Ordinary Shares,Q,S,N,"13,71,69,747.00",,,Utilities,Power Generation
MCGA,MCGA,Yorkville Acquisition Corp. - Class A Ordinary Share,Q,G,N, -   ,,,Utilities,Electric Utilities: Central
TVC,TVC,Tennessee Valley Authority Common Stock,N, ,N, -   ,,,Utilities,Electric Utilities: Central
