Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,73.44999694824219,74.22000122070312,72.33999633789062,72.6500015258789,70.44145965576172,1578100
2021-01-05,72.2300033569336,74.68000030517578,72.2300033569336,73.55999755859375,71.3237533569336,1219000
2021-01-06,74.91999816894531,79.79000091552734,74.69999694824219,79.1500015258789,76.74384307861328,2063100
2021-01-07,79.19000244140625,82.25,79.1500015258789,81.94000244140625,79.44902038574219,1738500
2021-01-08,82.11000061035156,82.72000122070312,80.58000183105469,81.2300033569336,78.76058959960938,1364800
2021-01-11,80.58999633789062,81.93000030517578,80.2300033569336,81.66999816894531,79.18720245361328,1143000
2021-01-12,82.04000091552734,84.30999755859375,81.33999633789062,83.58000183105469,81.03917694091797,1465000
2021-01-13,83.58000183105469,84.31999969482422,82.19000244140625,82.69999694824219,80.1859130859375,1217800
2021-01-14,83.12000274658203,83.9000015258789,82.5,83.69999694824219,81.155517578125,1050500
2021-01-15,83.29000091552734,83.29000091552734,80.4800033569336,81.9000015258789,79.41023254394531,965100
2021-01-19,82.68000030517578,83.5999984741211,81.62000274658203,81.62999725341797,79.14844512939453,1066200
2021-01-20,82.12000274658203,82.19999694824219,80.9800033569336,81.27999877929688,78.8091049194336,782700
2021-01-21,80.79000091552734,81.70999908447266,80.41000366210938,80.86000061035156,78.40185546875,804500
2021-01-22,80.33999633789062,80.79000091552734,79.5199966430664,80.47000122070312,78.02372741699219,692500
2021-01-25,80.06999969482422,80.63999938964844,78.9000015258789,79.12999725341797,76.7244644165039,1190800
2021-01-26,79.98999786376953,80.0999984741211,76.63999938964844,76.80999755859375,74.47496032714844,1047300
2021-01-27,75.43000030517578,75.9800033569336,73.44000244140625,74.56999969482422,72.3030776977539,1223400
2021-01-28,75.37000274658203,76.36000061035156,74.3499984741211,74.86000061035156,72.58423614501953,1067700
2021-01-29,74.75,75.51000213623047,73.41000366210938,74.20999908447266,71.95401763916016,1106600
2021-02-01,75.27999877929688,76.5,74.77999877929688,76.2699966430664,73.95137786865234,828800
2021-02-02,76.91999816894531,79.16000366210938,76.75,78.26000213623047,75.88088989257812,930600
2021-02-03,77.9000015258789,79.4800033569336,77.44000244140625,79.06999969482422,76.666259765625,779000
2021-02-04,79.44000244140625,81.0999984741211,79.2699966430664,80.47000122070312,78.02372741699219,1033400
2021-02-05,81.16999816894531,81.33999633789062,79.88999938964844,80.58999633789062,78.14004516601562,788600
2021-02-08,81.18000030517578,82.77999877929688,80.7699966430664,82.54000091552734,80.03077697753906,939800
2021-02-09,82.22000122070312,82.52999877929688,81.12000274658203,81.98999786376953,79.49750518798828,746000
2021-02-10,82.25,83.98999786376953,81.62000274658203,83.05000305175781,80.52527618408203,1054300
2021-02-11,83.16000366210938,83.16000366210938,79.26000213623047,81.04000091552734,78.69007110595703,1209200
2021-02-12,80.5,80.68000030517578,79.4800033569336,80.52999877929688,78.19486236572266,1126200
