Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,80.58000183105469,80.95999908447266,77.76000213623047,78.01000213623047,69.76099395751953,2227700
2021-01-05,78.18000030517578,79.75,78.01000213623047,79.36000061035156,70.96824645996094,2687600
2021-01-06,80.26000213623047,83.12000274658203,80.20999908447266,82.02999877929688,73.35589599609375,3791000
2021-01-07,82.69000244140625,83.16999816894531,81.4000015258789,82.06999969482422,73.39168548583984,2435600
2021-01-08,82.56999969482422,82.66999816894531,80.5999984741211,81.81999969482422,73.16810607910156,2156900
2021-01-11,80.79000091552734,83.12000274658203,80.51000213623047,82.62000274658203,73.88352966308594,1749700
2021-01-12,82.62000274658203,84.27999877929688,82.5199966430664,83.97000122070312,75.09075927734375,2646300
2021-01-13,84.18000030517578,84.44000244140625,82.43000030517578,82.63999938964844,73.90139770507812,2189200
2021-01-14,82.87999725341797,83.91000366210938,82.62000274658203,83.33999633789062,74.52738189697266,1883200
2021-01-15,83.97000122070312,83.97000122070312,81.77999877929688,82.75,73.99977111816406,2926900
2021-01-19,85.0,85.38999938964844,83.41999816894531,83.43000030517578,74.60784149169922,2981000
2021-01-20,83.5999984741211,84.72000122070312,83.22000122070312,84.38999938964844,75.46635437011719,2377900
2021-01-21,84.5199966430664,84.87999725341797,83.73999786376953,84.26000213623047,75.35009765625,1796500
2021-01-22,83.54000091552734,84.26000213623047,82.29000091552734,83.7300033569336,74.87615203857422,2432200
2021-01-25,83.25,83.5,81.52999877929688,82.4800033569336,73.75833129882812,2137500
2021-01-26,82.9800033569336,83.04000091552734,81.66999816894531,81.88999938964844,73.23069763183594,2010900
2021-01-27,80.13999938964844,80.87999725341797,78.33000183105469,79.5199966430664,71.11132049560547,4835500
2021-01-28,80.44999694824219,82.48999786376953,79.81999969482422,81.08000183105469,72.50638580322266,2530300
2021-01-29,80.63999938964844,81.5199966430664,78.94999694824219,79.3499984741211,70.95928192138672,3545400
2021-02-01,80.30000305175781,81.4800033569336,79.27999877929688,80.81999969482422,72.27384948730469,3674900
2021-02-02,83.37000274658203,84.80999755859375,83.0,83.77999877929688,74.92086791992188,4023200
2021-02-03,83.5999984741211,83.7300033569336,82.05999755859375,83.68000030517578,74.83142852783203,3728700
2021-02-04,84.51000213623047,85.12999725341797,83.7300033569336,84.16000366210938,75.26068115234375,4457100
2021-02-05,85.04000091552734,86.61000061035156,84.58999633789062,86.11000061035156,77.00448608398438,3833100
2021-02-08,86.55000305175781,87.06999969482422,85.77999877929688,86.5199966430664,77.3711166381836,3248500
2021-02-09,86.41999816894531,86.5199966430664,85.44999694824219,85.9000015258789,76.81668090820312,1565700
2021-02-10,86.27999877929688,86.43000030517578,84.95999908447266,85.05999755859375,76.06548309326172,2540300
2021-02-11,85.29000091552734,85.72000122070312,83.63999938964844,85.16000366210938,76.60975646972656,1622400
2021-02-12,84.58000183105469,85.58000183105469,84.55999755859375,85.33000183105469,76.76270294189453,1400800
2021-02-16,86.0,86.19999694824219,84.91999816894531,85.06999969482422,76.52880859375,2751300
2021-02-17,84.93000030517578,85.41000366210938,84.20999908447266,84.87000274658203,76.34889221191406,1835400
2021-02-18,84.44999694824219,84.62999725341797,83.6500015258789,84.37999725341797,75.90806579589844,1334800
2021-02-19,84.75,86.12000274658203,84.62999725341797,85.44999694824219,76.8706283569336,2461800
2021-02-22,85.44000244140625,86.88999938964844,84.33000183105469,86.16999816894531,77.51834869384766,2044000
2021-02-23,85.95999908447266,87.16000366210938,85.5,86.80000305175781,78.0851058959961,2665000
2021-02-24,87.05000305175781,89.0999984741211,86.94000244140625,88.97000122070312,80.0372543334961,2827300
