,,,,,$33.0000,$40.1000,$98.8000,$57.7700,$33.6600,$103.0900,$199.3000,$64.1400,$258.8400,$72.4800,$23.1000,$44.3600,Error,$65.1000,$41.5800,$174.5000,$160.0100,$65.4800,$70.5100
Company Name,Company Ticker,Listed Exchange,Company Market Cap,Price (LTP),AIPO,BOTZ,CHPX,CNXT,DIPR,EWT,EWY,FLKR,FTXL,HYDR,ICLN,MARS,MEME,MKOR,NASA,PPA,PSI,SHLD,TAN
