Ticker,Security Name,Asset Class,Strategy,Theme,Geography,Category Flags,Holding Count,Known Holding Weight %,Top Holdings,Weighted Sector Mix,Weighted Industry Mix,Holdings Classification Text,Holdings Classification Source
LIQUIDETF.NS,DSPAMC-LIQUIDETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
LIQUIDIETF.NS,ICICIPRAMC-ICICILIQ,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
LIQUIDPLUS.NS,MIRAEAMC - LIQUIDPLUS,Equity,Plain,Broad Market,United States,Broad Market; Equity; Plain; United States,0,0.0,,,,,Yahoo ETF Top Holdings
LIQUIDSBI.NS,SBIAMC-LIQUIDSBI,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
LIQUIDSHRI.NS,SHRIRAM - LIQUIDSHRI,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
LOWVOL.NS,MIRAEAMC-MANV30F,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
LOWVOL1.NS,KOTAKMAMC-KOTAKLOVOL,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
LTGILTBEES.NS,NIPINDETFLONGTERMGILT,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
LTGILTCASE.NS,ZERODHAAMC - LTGILTCASE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MAFANG.NS,MIRAEAMC-MAFANG,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MAHKTECH.NS,MIRAEAMC-MAHKTECH,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MAKEINDIA.NS,MIRAEAMC-MAMFGETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MANUFGBEES.NS,NIPPONAMC - MANUFGBEES,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MASPTOP50.NS,MIRAEAMC-MASPTOP50,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
METAL.NS,MIRAEAMC - METAL,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
METALIETF.NS,ICICIPRAMC - METALIETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MID150.NS,KOTAKMAMC - MID150,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MID150BEES.NS,NIPINDETFMIDCAP150,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MID150CASE.NS,ZERODHAAMC-MID150CASE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MIDCAP.NS,KOTAKMAMC-KOTAKMID50,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MIDCAPADD.NS,DSPAMC - MIDCAPADD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MIDCAPBETA.NS,UTIAMC-MIDCAPBETA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MIDCAPETF.NS,MIRAEAMC-MAM150ETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MIDCAPIETF.NS,ICICIPRAMC-ICICIM150,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MIDQ50ADD.NS,DSPAMC-DSPQ50ETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MIDSELIETF.NS,ICICIPruMidcapSelETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MIDSMALL.NS,MIRAEAMC-MIDSMALL,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MNC.NS,KOTAKMAMC-KOTAKMNC,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOALPHA50.NS,MOTILALAMC - MOALPHA50,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOCAPITAL.NS,MOTILALAMC - MOCAPITAL,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MODEFENCE.NS,MOTILALAMC - MODEFENCE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOGOLD.NS,MOTILALAMC - MOGOLD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOGSEC.NS,MOTILALAMC-G5,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOHEALTH.NS,MOTILALAMC-MOHEALTH,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOINFRA.NS,MOTILALAMC - MOINFRA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOIPO.NS,MOTILALAMC - MOIPO,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOLOWVOL.NS,MOTILALAMC-MOLOWVOL,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOM100.NS,MotilalOsMidcap100ETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOM30IETF.NS,ICICIPRAMC-ICICIMOM30,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOM50.NS,MotilalOswalM50ETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOMGF.NS,MOTILALAMC - MOMGF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOMIDMTM.NS,MOTILALAMC - MOMIDMTM,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOMNC.NS,MOTILALAMC - MOMNC,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MON50EQUAL.NS,MOTILALAMC - MON50EQUAL,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MONEXT50.NS,MOTILALAMC - MONEXT50,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MONQ50.NS,MOTILALAMC-MONQ50,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOPSE.NS,MOTILALAMC - MOPSE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOQUALITY.NS,MOTILALAMC-MOQUALITY,Equity,Factor,Broad Market,India,Broad Market; Equity; Factor; India,0,0.0,,,,,Yahoo ETF Top Holdings
MOREALTY.NS,MOTILALAMC-MOREALTY,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOSERVICE.NS,MOTILALAMC - MOSERVICE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOSILVER.NS,MOTILALAMC - MOSILVER,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOSMALL250.NS,MOTILALAMC-MOSMALL250,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MOTOUR.NS,MOTILALAMC - MOTOUR,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MULTICAP.NS,MIRAEAMC - MULTICAP,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NETF.NS,TATAAML-NETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NEXT30ADD.NS,DSPAMC - NEXT30ADD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NEXT50.NS,MIRAEAMC-MANXT50,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NEXT50ADD.NS,DSPAMC - NEXT50ADD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NEXT50BETA.NS,UTIAMC -NEXT50BETA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NEXT50ETF.NS,KOTAKMAMC - NEXT50ETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NEXT50IETF.NS,ICICIPRAMC-ICICINXT50,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NPBET.NS,TATAAML-NPBET,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NV20.NS,KOTAKMAMC-KTKNV20ETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NV20BEES.NS,NIPINDETFETFNV20,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NV20IETF.NS,ICICIPruNV20ETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
PVTBKGROWW.NS,GROWWAMC - PVTBKGROWW,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
QUAL30IETF.NS,ICICIPRAMC-ICICIQTY30,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
QUALITY30.NS,KOTAKMAMC - QUALITY30,Equity,Factor,Broad Market,India,Broad Market; Equity; Factor; India,0,0.0,,,,,Yahoo ETF Top Holdings
SBIBPB.NS,SBIAMC - SBIBPB,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBIETFCON.NS,SBIAMC-SBIETFCON,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBIETFIT.NS,SBIAMC-SBIETFIT,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBIETFPB.NS,SBIAMC-SBIETFPB,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBIETFQLTY.NS,SBIAMC-SBIETFQLTY,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBILIQETF.NS,SBIAMC - SBILIQETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBIMIDMOM.NS,SBIAMC - SBIMIDMOM,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBINEQWETF.NS,SBIAMC - SBINEQWETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBINMID150.NS,SBIAMC - SBINMID150,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBISILVER.NS,SBIAMC - SBISILVER,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBISMLETF.NS,SBIAMC - SBISMLETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SBIVALETF.NS,SBIAMC - SBIVALETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SELECTIPO.NS,MIRAEAMC - SELECTIPO,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SENSEXADD.NS,DSPAMC-DSPSENXETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SENSEXAXIS.NS,AXISAMC-SENSEXAXIS,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SENSEXBETA.NS,UTIAMC-SENSEXBETA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SENSEXETF.NS,MIRAEAMC-SENSEXETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SENSEXIETF.NS,ICICIPruSensexETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SETF10GILT.NS,SBIAMC-SETF10GILT,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SETFGOLD.NS,SBI-ETFGold,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SHARIABEES.NS,NIPINDETFSHARIAHBEES,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVER1.NS,KOTAKMAMC-KOTAKSILVE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVER360.NS,360ONEAMC - SILVER360,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVERADD.NS,DSPAMC-DSPSILVETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVERAG.NS,MIRAEAMC-MASILVER,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVERAXIS.NS,AXISAMC-SILVERAXIS,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVERBEES.NS,NIPPONAMC-SILVERBEES,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVERBETA.NS,UTIAMC-SILVERBETA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVERBND.NS,BANDHANAMC - SILVERBND,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVERCASE.NS,ZERODHAAMC - SILVERCASE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SILVERIETF.NS,ICICIPRAMC-ICICISILVE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SMALL250.NS,MIRAEAMC - SMALL250,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SMALLADD.NS,DSPAMC - SMALLADD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SMALLCAP.NS,MIRAEAMC-SMALLCAP,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SMALLGROWW.NS,GROWWAMC - SMALLGROWW,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SMALLIETF.NS,ICICIPRAMC - SMALLIETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SML100CASE.NS,ZERODHAAMC - SML100CASE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SNXT30BEES.NS,NIPPONAMC - SNXT30BEES,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SNXT50BETA.NS,UTIAMC-SNXT50BETA,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TATAGOLD.NS,TATAAML-TATAGOLD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TATSILV.NS,TATAAML-TATSILV,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TECH.NS,BIRLASLAMC-TECH,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TNIDETF.NS,TATAAML-TNIDETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TOP100CASE.NS,ZERODHAAMC-TOP100CASE,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TOP10ADD.NS,DSPAMC - TOP10ADD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TOP15IETF.NS,ICICIPRAMC - TOP15IETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TOP20.NS,MIRAEAMC - TOP20,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
TWCGOLDETF.NS,WEALTH - TWCGOLDETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
UNIONGOLD.NS,UNIONAMC - UNIONGOLD,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
VAL30IETF.NS,ICICIPRAMC - VAL30IETF,Equity,Plain,Broad Market,India,Broad Market; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
ABSLMSCIN.NS,BIRLASLAMC - ABSLMSCIN,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
AONENIFTY.NS,AONEAMC - AONENIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
BSLNIFTY.NS,ABSLNiftyETF-GO,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
ENIFTY.NS,EDELAMC - ENIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
GROWWNIFTY.NS,GROWWAMC - GROWWNIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
HDFCNIFTY.NS,HDFCAMC-HDFCNIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
IDFNIFTYET.NS,BANDHANAMC-IDFNIFTYET,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
IVZINNIFTY.NS,InvescoMF-NiftyETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
LOWVOLIETF.NS,ICICIPruNiftyLowvol30,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MON100.NS,MotilalOsNASDAQ100ETF,Equity,Plain,Broad Market & Core Indices,United States,Broad Market & Core Indices; Equity; Plain; United States,0,0.0,,,,,Yahoo ETF Top Holdings
MONIFTY100.NS,MOTILALAMC - MONIFTY100,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MONIFTY500.NS,MOTILALAMC-MONIFTY500,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MSCI360.NS,360ONEAMC - MSCI360,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MSCIADD.NS,DSPAMC - MSCIADD,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
MSCIINDIA.NS,KOTAKMAMC - MSCIINDIA,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIF100BEES.NS,NIPINDETFNIFTY100,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIF100IETF.NS,ICICIPruNifty100ETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTY1.NS,KotakNiftyETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTY100EW.NS,KOTAKMAMC - NIFTY100EW,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYADD.NS,DSPAMC - DSPNIFTY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYAXIS.NS,AXISAMC-NIFTYAXIS,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYBEES.NS,NIPINDETFNIFTYBEES,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYBETA.NS,UTIAMC-NIFTYBETA,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYBETF.NS,BFAM-NIFTYBETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYCASE.NS,ZERODHAAMC - NIFTYCASE,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYETF.NS,MIRAEAMC-MAN50ETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYIETF.NS,ICICIPruNiftyETF,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
NIFTYQLITY.NS,BIRLASLAMC-NIFTYQLITY,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SETFNIF50.NS,SBI-ETFNifty50,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
SETFNN50.NS,SBI-ETFNiftyNext50,Equity,Plain,Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
GSEC5IETF.NS,ICICIPRAMC-ICICI5GSEC,Equity,Plain,Digital Infrastructure,India,Digital Infrastructure; Equity; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
DIVIDEND.NS,MIRAEAMC - DIVIDEND,Equity,Dividend/Income,Dividend & Income,India,Dividend & Income; Dividend/Income; Equity; India,0,0.0,,,,,Yahoo ETF Top Holdings
HDFCGROWTH.NS,HDFCAMC-HDFCGROWTH,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India,0,0.0,,,,,Yahoo ETF Top Holdings
MOMENTUM.NS,BIRLASLAMC-MOMENTUM,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India,0,0.0,,,,,Yahoo ETF Top Holdings
MOMENTUM30.NS,KOTAKMAMC - MOMENTUM30,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India,0,0.0,,,,,Yahoo ETF Top Holdings
MOMENTUM50.NS,MOTILALAMC - MOMENTUM50,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India,0,0.0,,,,,Yahoo ETF Top Holdings
MOMOMENTUM.NS,MOTILALAMC-MOMOMENTUM,Equity,Factor,Growth & Momentum,India,Equity; Factor; Growth & Momentum; India,0,0.0,,,,,Yahoo ETF Top Holdings
HEALTHCARE.NS,MIRAEAMC - HEALTHCARE,Equity,Plain,Healthcare Broad,India,Equity; Healthcare Broad; India; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
INTERNET.NS,MIRAEAMC - INTERNET,Equity,Plain,Internet & E-Commerce,India,Equity; India; Internet & E-Commerce; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
CHEMICAL.NS,KOTAKMAMC - CHEMICAL,Equity,Plain,Materials & Chemicals,India,Equity; India; Materials & Chemicals; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
PSUBANK.NS,KotakMahindraMutualFun,Equity,Plain,Memory & Storage; Banking,India,Banking; Equity; India; Memory & Storage; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
