Holding Ticker,ETFs Holding This Stock
BBSE3.SA,SDEM (2.2101%)
BBVA,AADR (4.8523%); GENW (4.1598%); GMOI (3.3906%); DIVD (2.42%); AVIV (2.4118%); GINX (2.0214%); CVY (1.0782%); AVDE (0.5621%)
BBVA.MC,EWP (13.0232%); PBEU (6.6321%); HEDJ (6.5256%); EUFN (4.0795%); EUDG (3.3561%); EXUS (3.318%); IQDG (3.1846%); IHDG (3.1824%); IDMO (2.6626%); JHID (2.0113%); EZU (1.8244%); RFDI (1.7917%); PTEU (1.7768%); FLEU (1.7713%); DTH (1.6914%); FEDM (1.4197%); QINT (1.3245%); NBIE (1.3213%); CGNG (1.1632%); JHMD (1.1125%); DDWM (0.9446%); DWM (0.9438%)
BBVAP2,FPEI (1.6855%)
BBWI,GLAM (4.0169%); ZIG (3.6962%); XRT (1.725%); SQLV (0.672%); GVLU (0.4593%)
BBY,WBIY (5.5248%); XUDV (4.0078%); POWA (2.4406%); QFHD (2.3523%); SNPD (2.3274%); ISHP (2.0083%); DON (1.2748%); ISCV (0.4805%)
BBY.L,FKU (2.5961%)
BCAT,YYY (3.5461%)
BCI,HIDE (22.875%); NDAA (9.9766%); MOOD (7.3712%)
BCI.SN,ECH (4.4671%)
BCO,SAEF (3.9307%)
BCP,AFK (3.0373%)
BCPC,PSCM (6.8292%)
BCS,GENW (5.0823%); AADR (4.0872%)
BDMS-R,THD (3.7277%)
BDMS.BK,EDOG (2.6751%)
BDO.XPHS,EPHE (9.5833%)
BDX,IHI (4.6262%); USFE (4.2143%); MDPL (3.6929%); EQTY (3.1623%); FLV (3.0494%); FPAG (2.7028%); BUSA (2.529%); FEGE (2.4134%)
BE,HYDR (16.0824%); ICLN (14.7493%); CTEC (10.458%); WATS (9.9776%); EGGY (9.4198%); USNG (9.3065%); IBAT (9.2926%); QCLN (9.2329%); VCLN (8.8314%); EGGQ (8.3614%); SMOG (6.8595%); EGGS (6.4339%); ZAP (5.6673%); IVEP (5.4628%); AIPO (5.0676%); BATT (5.0349%); HVAC (4.7764%); FCUS (4.6837%); FRNW (4.5088%); VOLT (4.0736%); CTEX (3.9613%); RKNG (3.8098%); JSML (3.74%); UPGR (3.6413%); IQM (3.5886%); CNRG (3.2851%); SIMS (3.164%); SSMG (2.9491%); CGMM (2.6048%); JSMD (2.4805%); DRIV (2.3495%); FSCC (1.9255%); FCTR (1.8401%); RBLD (1.7956%); VOT (1.7926%); SEIS (1.5155%); MMSC (1.3624%); SCHM (1.2927%); FTC (1.2576%); IMCG (1.0674%); ELFY (1.0143%); VXF (0.8962%); FEX (0.8573%); VO (0.7884%); FAD (0.6344%); AVMC (0.5766%); BLES (0.518%)
BEAM,ARKG (4.3427%); ARKK (3.3067%)
BEL.NS,WDAF (7.0998%); GLIN (4.0959%)
BELA.AT,GREK (3.2516%)
BELFB,VOLT (8.2894%); POW (3.9504%); TSME (3.1555%); ALIL (3.1317%); MGMT (2.9053%); DWAS (1.7632%); PBW (1.6338%)
BEN,VSDA (3.9304%); SPHD (3.0679%); DIVG (2.3814%); SNPD (2.3348%); KNG (1.7204%); NOBL (1.7065%); KCE (1.7052%); SPYD (1.5572%); DON (1.4159%)
BEP-UN.TO,RNRG (5.5346%); ACES (5.099%)
BESI.AS,LOUP (4.3294%); TXUG (3.9187%); EAFG (3.136%); EWN (2.5283%); ISCF (0.6756%)
BETA,BZZ (3.7864%); PBW (1.5896%)
BEZ.L,FKU (3.2914%); EWUS (2.1366%); IEUS (0.6356%); SCZ (0.2787%)
BF-B,MVAL (4.6709%); MOAT (2.596%); VSDA (2.4892%)
BFH,MVPA (5.9862%); LATR (4.6981%); CTEF (4.5573%); SCOW (3.4524%); PSC (0.923%); FYT (0.8227%); BSVO (0.7587%); EES (0.6979%); EBIT (0.6314%); AVSC (0.3489%)
BFLY,XHE (2.561%)
BFS,XSLV (1.0802%)
BFT.WA,BCIL (4.2768%); EPOL (2.7074%)
BG,CSNR (3.999%); FTAG (3.6708%); DIVL (3.455%); MOO (3.437%); VEGI (2.5537%); RPV (2.1886%)
BG.VI,EWO (12.827%); DFIS (0.4618%)
BGC,EES (0.6154%)
BGEO.L,FKU (2.5923%); DISV (0.6028%); AVDV (0.5473%)
BHARTIARTL.NS,DGIN (7.8486%); NDIA (5.8209%); INDY (5.1489%); GLIN (4.5805%); INDH (4.5643%); INDA (3.8902%); FLIN (3.4748%); INDE (3.0981%); IND (2.7269%); PEMX (2.0467%); GIND (1.8993%); XC (1.4457%); BKF (1.2879%); VEXC (0.758%)
BHE,BSVO (0.7038%)
BHF,RFV (1.9429%)
BHP,SLX (7.5507%); COAL (5.4345%); BOUT (4.0697%); HAP (3.0318%); GMOI (2.7455%); AVIV (1.4782%); AVDE (0.5588%)
BHP.AX,EWA (14.815%); PICK (13.7825%); FLAU (12.5997%); BBAX (9.9982%); EPP (9.5675%); DVYA (9.1765%); ICOP (8.1025%); BATT (7.2912%); MXI (6.9094%); RCTR (5.5025%); COPX (5.4586%); GNR (5.3498%); GUNR (4.7604%); INEQ (4.3665%); COPA (4.0605%); TURF (4.0084%); SCHY (3.5298%); PIEL (2.7684%); IVSI (2.6862%); IPAC (2.291%); LVHI (2.2066%); VDI (2.1527%); IVAL (2.0243%); NBIE (1.9424%); TILC (1.9195%); DTH (1.9073%); VPL (1.6284%); DIHP (1.5467%); IQDF (1.4389%); GIEQ (1.26%); CCNR (1.2098%); FENI (1.1898%); VYMI (1.1556%); FNDF (1.1205%); QEFA (1.0506%); DIVI (1.0395%); TIER (0.9937%); PXF (0.9882%); DWMF (0.9439%); INTF (0.9301%); DXIV (0.7736%)
BHVN,PINK (4.3168%)
BIDU,PGJ (7.4291%); DRGN (5.6883%); CABZ (5.2377%); SOCL (4.7729%)
BIIB,PBE (5.0825%); IBRN (4.0406%); FMKT (3.8399%); FTXH (3.8367%); BMED (3.7917%); BBH (3.6251%); IBB (2.463%); FXH (2.3933%); IBBQ (2.2304%); INVN (2.1724%); CALF (2.1575%); SAGP (2.0847%); RSPH (1.8062%); TMFX (1.5135%); SMOT (1.4565%); RCGE (0.5391%)
BIL,GMMA (32.3437%); YFYA (25.9731%); BAMO (18.4851%); THRV (12.3881%); MFUL (10.8013%); NDAA (10.2109%); BOBP (9.6896%); MAPP (5.4191%); THIR (1.0087%)
BILL,INVN (2.18%); RNIN (1.3579%)
BILS,WLTG (4.6246%)
BIMAS.IS,TUR (8.8693%)
BINC,CEFZ (6.692%); LEXI (5.1958%)
BIOCON.BO,SMIN (0.7946%)
BIP-UN.TO,FORH (4.154%); PID (2.5273%)
BIPC.TO,TBG (3.1759%)
BIRG.IR,EIRL (14.6493%)
BISXX,MBB (7.3202%); BRTR (5.7029%); BINC (4.6629%)
BIV,TDSB (9.0199%)
BJRI,MYLD (1.0872%)
BKCH,GXDW (18.614%)
BKD,WCMG (3.7625%); XHS (1.9847%)
BKH,MNA (3.7234%); TSCV (2.2619%); CSB (1.5456%)
BKLC,DUBS (24.8955%); RAA (15.2921%); ONOF (1.9571%)
BKLN,DUKH (19.6694%); DUKZ (9.9446%)
BKMC,MVFG (4.5515%)
BKNG,BUL (5.4064%); FDN (4.9734%); FDND (4.963%); AWAY (4.4647%); PNQI (4.3386%); WNDR (4.3065%); YUNG (4.1927%); EBIZ (4.1556%); MFVL (3.9404%); XLY (3.4335%); ZIG (3.424%); COWS (3.2306%); MILN (2.9707%); FTCE (2.9262%); QNXT (2.523%); GXPD (2.2965%); RSPD (2.287%); COWZ (2.208%); FDIS (2.1906%); RXI (2.175%); EMOT (2.1572%); VCR (2.1288%); SMRI (2.0817%); DSTL (1.8145%); VSLU (1.2848%); TRUD (0.1013%)
BKR,IEZ (22.1439%); OIH (12.011%); PXJ (4.8344%); WEEI (4.2516%); XES (3.5158%); NUMV (2.0062%)
BKT.MC,FDFF (4.8834%); COPY (1.219%)
BKU,FSCC (1.0635%); BSVO (0.667%)
BLBD,ASCE (2.9313%); FSGS (1.2638%); AFSM (0.9478%)
BLDG,GAA (6.7594%); ENDW (5.3078%); TRTY (4.1719%)
BLDP.TO,HYDR (4.8061%)
BLDR,CCFE (4.354%); XHB (3.654%); SMCF (2.9843%); RSPN (1.3902%)
BLK,FDFF (5.5371%); LBO (4.6858%); CZAR (3.3349%); FFF (3.2366%); FLV (3.1935%); IYF (2.3602%)
BLLN,LFSC (4.2929%)
BLMN,MVPA (5.8376%); DEEP (1.1091%)
BLND.L,FEP (0.931%)
BLOK,THMR (8.8997%); QVOY (4.1329%)
BLV,TDSB (9.1308%)
BLX.TO,FAN (3.2896%)
BMA,ARGT (5.2296%)
BME.L,FDD (4.1851%)
BMED.MI,DIM (0.9233%)
BMI,BEEZ (4.8224%); TDV (2.9625%); SIMS (2.8282%); RSMC (2.6509%); SMDV (1.0918%)
BMN.AX,URNJ (3.721%)
BMNR,DAPP (5.1164%)
BMO.TO,BBCA (4.2058%); FLCA (4.096%); EWC (4.0742%); IDVO (3.5231%); RODM (1.2301%)
BMPS.MI,EWI (3.829%); XIDV (2.7752%); EFAS (2.5503%); IDOG (2.0878%)
BMRI.JK,EIDO (9.0768%); IDX (6.7254%); AGEM (1.7962%)
BMW.DE,KARS (3.2824%)
BMY,FTXH (6.294%); ROPE (4.9345%); MFVL (4.9212%); PPH (4.5148%); MVAL (4.4393%); MEDX (4.4231%); IHE (4.3683%); CAMX (4.0846%); DIVP (3.5282%); FDL (3.4368%); JDOC (3.1675%); CANC (3.137%); NYNY (3.0232%); VALQ (2.4961%); MOAT (2.4749%); DHS (2.3141%); GCOW (2.071%); COWZ (2.0671%); MOTG (2.0323%); VFVA (0.9851%); VFMF (0.9094%)
BN.TO,GPZ (12.0905%); BCHP (8.6267%); AKRE (7.9993%); GKAT (6.2238%); KAT (4.3054%); BCGD (3.1885%); FLCA (2.9284%); EWC (2.8529%); BBCA (2.6363%)
BN4.SI,EWS (4.6152%)
BND,DRAI (13.6221%); HNDL (8.8947%)
BNDX,DUKZ (10.1722%); NDOW (6.0612%); GAA (4.2025%)
BNL,NETL (4.0068%); SRET (3.7225%); XSLV (1.0987%); USVM (0.6787%)
BNP.PA,PBEU (5.5182%); EWQ (5.3829%); GMOI (3.5138%); TXUE (3.5002%); EUFN (3.3527%); IDOG (2.1752%); VDI (1.9138%); IVLU (1.8422%); RFDI (1.7802%); BRIE (1.6993%); DTH (1.5308%); TILC (1.4109%)
BNPQY,GENW (4.233%); GSIB (3.6061%); DIVD (2.3033%)
BNR.DE,BAIV (3.1371%)
BNS.TO,BBCA (3.6105%); EWC (3.5857%); GMOI (3.5561%); FLCA (3.5149%); LVHI (2.1833%); UIVM (1.1912%); RODM (0.9981%)
BNTX,IDNA (3.6794%)
BNY,USFE (4.0129%); DVOL (3.1462%); VLLU (3.026%); DAK (2.3499%); VMAX (2.2077%); RDVI (2.1537%); RDVY (2.1516%); KCE (1.6519%); FMDE (0.9711%); VFMF (0.8377%); IMCB (0.6637%)
BNYPK,EPRF (3.884%)
BNZL.L,EUDV (2.3823%)
BOE.AX,URNJ (2.7553%)
BOH,DGRS (1.4942%)
BOL.ST,SILJ (5.4905%); COPX (5.0412%); CCNR (1.3585%)
BOND,BLUI (19.7655%)
BOROUGE.AB,EELV (0.9444%)
BOUBYAN.KW,EELV (0.7612%)
BOX,SCOW (2.6887%)
BOXX,BDGS (56.3363%); GDMA (29.1369%); MOOD (15.5412%)
BP,BPH (95.6088%); AVIV (1.2775%)
BP.L,PBOG (4.1404%); EWU (3.142%); IXC (3.0185%); FLGB (2.9369%); EUDG (2.8459%); IQDG (2.816%); IHDG (2.7986%); FNDF (0.9875%); PXF (0.7773%)
BPE.MI,EWI (3.9298%); BCGS (2.0832%)
BPI.XPHS,EPHE (4.8441%)
BPOP,DVLU (2.8951%); CLCV (2.4101%); FTDS (2.2285%); EPSV (2.16%); EPMV (2.0264%); TMSL (1.1968%)
BRAV3.SA,BRF (3.0317%)
BRAZ,EMM (5.6289%)
BRBR,CPAI (2.1291%); DEEP (1.3237%)
BREN.JK,IDX (2.8659%)
BRK-B,IYG (13.3633%); XLF (12.0706%); IYF (11.7191%); OMAH (10.4415%); ABEQ (10.3766%); TFNS (9.7616%); FNCL (8.0234%); VFH (7.8418%); BRKW (7.8035%); DHLX (6.9969%); IXG (6.1268%); AVIE (5.4751%); DFNL (5.3609%); GABF (5.3123%); QUSA (5.1674%); RW (4.9342%); TRUF (4.7624%); FMCE (4.613%); SFYF (4.3883%); OWN (4.2923%); GVLE (4.0387%); SPXD (3.8817%); IWX (3.6597%); ASLV (3.4926%); NPFE (3.4272%); FLV (3.4077%); BAFE (3.3311%); MGV (3.3174%); NXTI (3.2547%); QARP (3.1148%); FELV (3.0858%); CAPE (2.9804%); ESG (2.9469%); VTV (2.9343%); ILCV (2.8434%); SCHV (2.833%); IUS (2.7283%); WTV (2.6465%); DFUV (2.6207%); VONV (2.6201%); IWD (2.611%); GVUS (2.6096%); SFTY (2.6007%); STOX (2.5935%); VLU (2.5372%); AVOS (2.3061%); SPXT (2.2909%); EGLE (2.1619%); AQEC (2.0508%); BKDV (1.9951%); RWL (1.9911%); ESGG (1.9457%); FHEQ (1.9186%); FELC (1.9162%); QLV (1.9102%); FVAL (1.869%); FDLO (1.8534%); PRF (1.8045%); LVDS (1.7762%); DFLV (1.7382%); EPS (1.7003%); JQUA (1.6676%); ULVM (1.6587%); FNDX (1.6379%); ACVF (1.6253%); XMAG (1.6051%); GSPY (1.5728%); VFMV (1.5216%); GPIX (1.5136%); FNDB (1.4931%); USMV (1.461%); USEW (1.437%); STXV (1.3754%); SPLV (1.3057%); GEW (1.2993%); ACWV (1.0979%); CFA (0.4%); CFO (0.399%)
BRK.A,FMCX (4.8245%)
BRKR,TINY (5.87%); FBT (4.3172%); KOMP (0.9713%)
BRKRP,SPFF (4.091%)
BRMS.JK,EIDO (2.272%)
BRNK6,WTIP (9.7383%)
BRNU26,CTA (57.6912%)
BRNU6,ISMF (0.0%)
BRNV26,CTA (21.7034%)
BRNX26,BNO (48.1375%); HARD (6.0361%); CRDT (1.231%)
BRNZ26,DBE (15.5198%); DBC (7.558%)
BRO,KBWP (4.1468%); MDPL (3.8797%); RUNN (1.9301%); CGMM (1.7573%); FVD (0.4301%)
BROS,BREW (4.3105%)
BRPT.JK,IDX (2.1446%); EIDO (2.0894%)
BSANTANDER.SN,ECH (4.7649%)
BSCU,DRSK (10.3345%)
BSCV,DRSK (11.7613%)
BSCW,DRSK (12.0981%)
BSCX,DRSK (11.1172%)
BSCY,DRSK (4.82%)
BSE.NS,GLIN (6.2173%); INDZ (2.2765%)
BSJR,PLGI (3.2085%)
BSL.AX,SCZ (0.2738%)
BST,FCEF (3.0973%); PCEF (2.0504%)
BSTZ,CEFS (13.1745%); CEFZ (4.8435%); PCEF (3.3769%)
BSV,FARX (22.0068%); LDSF (4.9831%)
BTC,RAA (2.4234%)
BTE.TO,CCNR (0.9285%)
BTI,DIVZ (3.8654%); IDVZ (3.1948%); PID (3.1287%); PAYR (3.1111%); BLCV (2.8283%); IDVO (2.776%); BAIV (2.5957%); DIVD (2.2523%); DSTX (2.0253%)
BTO.TO,AVDV (0.5487%)
BTQ.NE,CQTM (4.89%)
BTSG,PSCH (4.8934%); SAWS (3.5101%); IPO (3.1238%); ASD (2.7049%); XSMO (2.3751%); IVSS (1.6605%); FSCC (1.5157%); ROSC (1.3601%); SLYG (1.2072%); IJT (1.2066%); VIOG (1.2061%); FNY (0.9856%); RWJ (0.9569%); IWO (0.6813%); VTWG (0.6707%); XJR (0.6694%); SPSM (0.598%); IJR (0.5969%); VIOO (0.5965%); FLDZ (0.5832%); QVMS (0.5708%); FNX (0.5304%); GVLU (0.5271%); BBSC (0.395%); RSSL (0.3535%); IWM (0.3522%); VTWO (0.3457%); ITWO (0.3035%)
BTSGU,PFXF (2.2751%)
BUCK,SVOL (9.9842%)
BUCN.SW,FSZ (3.4391%)
BUL,HERD (21.4688%)
BVI.PA,MOTI (2.5905%)
BVN,SILJ (4.5483%); SIL (3.8549%); EPU (3.6931%); AADR (3.365%)
BWA,ETEC (5.1022%); ECML (2.1256%); AFMC (1.2703%); DFSV (0.8111%); DFAT (0.6552%); EZM (0.6504%); ISCV (0.4423%); DFAS (0.2662%)
BWIN,KIE (2.4577%)
BWPA,PFFA (2.0725%)
BWXT,TNUK (8.0449%); NLR (6.5251%); KYLD (4.7924%); GLRY (3.8823%); AIRR (2.9667%); FFOX (2.0955%); FFND (1.5514%)
BWZ,GDMA (2.9746%)
BX,GPZ (12.4103%); PSP (4.9872%); AVRY (4.9484%); BAMD (4.7652%); TBG (4.3492%); FFF (3.3853%)
BXP,DESK (10.0196%); RSPR (3.3273%)
BXSL,FBDC (8.1666%); LBO (7.7296%); BIZD (5.582%); PBDC (4.3577%)
BYD,ODDZ (5.0473%)
BZ,PGJ (3.5143%)
C,FTXO (8.9897%); PKW (5.7382%); MDLV (5.0648%); BRES (5.0336%); PVAL (4.6315%); NYNY (4.3198%); HECO (4.21%); DECO (4.1902%); KBWB (4.1432%); OAKM (4.1389%); IYF (3.7485%); TFNS (3.7225%); FPAG (3.6139%); PWV (3.5962%); AQLG (3.5895%); IYG (3.4773%); PFI (3.2905%); BASV (3.1957%); XLF (3.1409%); VLLU (3.1345%); UDI (2.9631%); BAMV (2.9431%); RFDA (2.837%); FNCL (2.8268%); CLCV (2.6607%); ALRG (2.6549%); VFH (2.5388%); PFDE (2.5063%); BUSA (2.3986%); NULV (2.1868%); WBIL (2.1856%); REVS (2.1614%); VMAX (2.1273%); SEIV (2.0148%); RAFE (1.9312%); WTV (1.8353%); VLUE (1.6296%); LST (1.5587%); MFUS (1.5554%); TRUF (1.2921%); RECS (1.2387%)
C38U.SI,RWX (2.442%); HDMV (1.8019%)
C6L.SI,EWS (4.9365%); IDOG (2.2704%); UIVM (1.3338%)
CA.PA,XIDV (2.4586%); DISV (0.7743%)
CABK.MC,EWP (4.5915%); EFAS (2.2701%); FFDI (2.0432%); FFGX (1.5138%); IDVY (1.1843%)
CABO,SQLV (0.702%)
CACC,MIGO (2.5292%); SRHQ (1.7204%); LSAF (1.3002%)
CACI,RUNN (1.9255%)
CAF.MC,OAIM (2.8948%)
CAG,PSCC (11.5486%)
CAH,EASY (5.8109%); EGGS (4.5764%); PEZ (4.2145%); BASV (4.0669%); BLCR (3.6019%); FTXH (3.5303%); SELV (3.1688%); LOTI (2.9777%); SPCT (2.689%); SEIV (2.4816%); NUMV (2.4177%); POWA (2.339%); FXH (2.283%); FLOW (2.1189%); LST (1.9422%); RSPH (1.7829%); KNG (1.6329%); NOBL (1.6197%); MCDS (1.1401%)
CAIIU,SPCK (3.3242%)
CALF,HERD (21.9901%)
CALM,PSCC (5.7498%); XSHD (3.4032%); SIXS (1.9254%); GRPZ (1.7077%); DGRS (1.7002%); FGD (1.5283%); DES (0.8871%); GYLD (0.8423%)
CALY,BSVO (0.6929%)
CANE,TAGS (24.7737%)
CAOS,ATTR (56.3316%)
CAPL,MDIV (1.1359%)
CAR-UN.TO,ISVL (0.8531%)
CARG,RNIN (1.3788%); DEEP (1.1021%)
CARL-B.CO,AGQI (3.9253%); EDEN (3.1666%)
CARR,CCSO (5.3181%); CGDV (3.0436%); BASG (2.6272%); PKW (2.4098%); CVMC (0.517%)
CARS,JPSV (1.6769%); MYLD (1.0713%)
CART,PBJ (3.2484%); IBUY (2.7786%); INVN (2.2436%); XRT (1.5527%); SFLO (1.1276%)
CARTRADE.BO,MEMS (2.7022%)
CAS,QIS (32.1484%)
CASY,PSL (5.9046%); CWS (5.734%); EASY (5.2339%); FXG (4.6738%); PRAY (4.4819%); GLRY (3.7274%); TMFX (1.4243%); AFMC (1.2517%); VBK (0.8039%); BBMC (0.6135%)
CAT,GASZ (15.6314%); DIA (12.0541%); BIBL (9.8496%); XLI (8.5088%); TRUI (8.2967%); TEXN (8.2665%); SEPI (7.4861%); DIVO (6.9782%); FIDU (6.6281%); VIS (6.6059%); UDOW (6.5819%); QUSA (6.3848%); IYJ (5.6801%); HWAY (5.515%); AMOM (5.1265%); ZECP (5.0443%); HVAC (4.9975%); CBOT (4.9718%); EXI (4.8095%); IFRA (4.5787%); MADE (4.5362%); RFFC (4.3925%); EGGS (4.2714%); MTUM (4.1694%); EDOW (4.0446%); GFLW (3.8024%); SPCT (3.7929%); SNPG (3.7155%); PWB (3.676%); PRN (3.6054%); RSMV (3.5807%); CNAV (3.5016%); ELCV (3.3035%); FTIF (3.1265%); DUHP (2.9782%); YNOT (2.959%); NULG (2.8371%); GRNY (2.7216%); THRO (2.6691%); CSTK (2.6544%); PTL (2.5324%); RFDA (2.4982%); BOBP (2.359%); WBIL (2.3567%); MGV (2.3148%); DVND (2.1838%); QMOM (2.0625%); VYM (1.9991%); DFVX (1.8943%); AVOS (1.8856%); KNG (1.8739%); NOBL (1.859%); VTV (1.8272%); AVLV (1.8144%); FWD (1.6806%); FXR (1.5583%); SCHV (1.4826%); RSPN (1.4419%); DGT (1.416%); SURE (1.3928%); RBLD (1.2807%); EQWL (1.2186%); JPUS (0.4678%)
CB,IAK (13.1348%); KBWP (7.949%); OMAH (4.8079%); EASY (4.7335%); DFNL (4.5067%); KAT (4.2117%); PCPP (3.6311%); CCOR (3.4159%); VUSV (2.2396%); TDVG (1.9613%); TVAL (1.6781%); USMV (1.52%); ULVM (1.3886%); THEQ (0.2724%)
CBA.AX,EWA (13.5218%); FLAU (11.4633%); BBAX (9.0406%); EPP (8.7326%); IPAC (2.093%); NUDM (1.9527%); DMXF (1.7583%); EFG (1.7347%); EASG (1.6638%); VPL (1.462%); IQSI (1.3361%); FEDM (1.3304%)
CBC,QABA (2.9354%)
CBL,DIV (2.9396%)
CBNK,MGMT (2.7481%)
CBOE,TOLL (3.5081%)
CBQK.QA,QAT (4.2966%)
CBRE,BBHM (4.1771%); XLRE (4.08%); IYRI (2.918%); IYR (2.9151%); TXS (2.675%); FREL (2.5401%); EPSV (2.1503%); EPMB (2.1263%)
CBRL,RZV (1.3322%); SVAL (0.6536%)
CBRS,CGMM (1.5713%)
CBSH,QABA (3.3926%); FTDS (2.2522%); REGL (1.7216%)
CBT,TINT (5.4628%); REGL (1.8017%); DGRS (1.5749%); VRAI (1.3954%); FSCS (1.214%); AVUV (0.727%); SQLV (0.6782%)
CBU,NBSM (2.0591%)
CC,PSCM (4.1886%); HAPS (1.4694%)
CCC,INVN (2.1439%); ROBT (1.6424%)
CCEP.L,QQLV (4.3833%); QQXT (2.057%)
CCI,CSRE (6.7021%); DTCR (6.0356%); DTRE (5.8647%); IDGT (5.3162%); BYRE (4.5911%); SRVR (3.8925%); WTRE (3.7412%); JHAC (3.2318%)
CCII,SPCK (4.7697%)
CCK,COWS (3.4105%); LOPP (3.184%); QVAL (2.0554%); TMVE (1.6865%)
CCL,BUL (4.8991%); SMOT (1.4003%)
CCO.TO,URA (24.5005%); URNM (18.1189%); NUKZ (8.7096%); NLR (8.4554%); TNUK (7.2507%); SETM (5.0723%); RACK (4.5597%); FTWO (4.5594%); INFL (4.1894%); METL (4.148%); CCSO (4.1041%); AIPO (3.5747%); LOPP (3.1986%); URAN (3.1096%)
CDE,SIL (11.0266%); GDXJ (5.1044%); GOEX (4.4321%); XME (4.4271%); GBUG (3.9747%); SGDM (3.7889%); RING (3.487%); VFLO (3.0254%); AVDV (0.536%); AVDS (0.2976%)
CDNL,SPIT (4.9954%)
CDNS,BELT (5.291%); PTNT (5.1194%); KWIN (4.8597%); BCHP (4.734%); SMHX (4.1845%); CLOD (4.1227%); MID (3.9586%); IGV (3.9141%); QFRD (3.7752%); FDG (3.2261%); ASLV (3.0891%); QOWZ (2.733%); FTGS (2.3938%); FGSI (2.3846%); GTEK (2.3165%)
CDP,DESK (4.717%); XMLV (1.6332%)
CDW,QDIV (2.1391%); BMVP (2.065%); WCEO (1.4815%); DSMC (1.2385%)
CE,PSCM (6.3464%)
CECO,TSME (2.5669%); ACSG (1.0609%); RUSC (0.4711%)
CEF,EDGH (9.1799%)
CEG,UTES (9.9037%); URAN (9.6382%); NLR (8.3112%); FTWO (7.9772%); XLU (5.5797%); TNGY (5.4322%); TNUK (5.1452%); FUTY (4.9906%); VPU (4.8486%); TPZ (4.8271%); IDU (4.817%); RACK (4.4846%); TOS (4.3997%); RCTR (4.3125%); PUI (3.5711%); JXI (3.4609%); AIPO (3.2388%); VOT (1.7653%); VO (0.7763%)
CELH,BREW (4.6638%); ICAP (3.7221%); SCAP (3.3134%)
CEMARGOS.CL,COLO (4.3462%)
CEMB,IYLD (5.0254%)
CEMEXCPO.MX,FLMX (6.9734%); EWW (4.4876%); FLN (2.9059%); FLLA (2.2868%)
CEN.NZ,RNRG (4.1806%); ENZL (4.1124%)
CENCOSUD.SN,ECH (4.4287%)
CEPS,SPCK (4.1162%)
CEPU,ARGT (3.5763%)
CEPV,SPAQ (4.0896%)
CERY,RLY (24.0609%); GAL (5.574%); ENDW (5.0268%); TRTY (4.2943%)
CEU.TO,NVIR (5.9434%)
CEVA,MAKX (3.9347%); ETHO (0.7253%); ISMD (0.3785%)
CEZ.PR,NUKZ (3.0601%); GVAL (1.596%)
CF,PYZ (4.723%); MOO (4.2521%); FXZ (3.808%); ZIG (3.5407%); VEGI (3.1586%); FTIF (2.3529%); QVAL (2.0681%); LYLD (2.0607%); CALF (1.6417%); SYLD (1.0552%); EZM (0.8176%); ONEO (0.4705%)
CFG,ICAP (4.7973%); IAT (4.6199%); DIVY (4.2681%); FTXO (3.9629%); BOUT (3.8437%); CSTK (2.5703%); PSAI (1.5762%); KRE (1.3633%)
CFR,SMCO (2.5094%); KRE (1.3514%)
CFR.SW,EWL (5.0401%); XEML (4.6439%); AGQI (4.0836%); FLSW (3.8023%); FEOE (2.52%); BINV (2.1057%); RXI (1.9578%); FEGE (1.6768%); SEIE (0.9792%)
CG,GPZ (4.409%)
CG.TO,SGDJ (5.2124%); DISV (0.5287%)
CGCB,CGBL (15.6584%)
CGCP,CGBL (23.2998%)
CGNX,MAKX (6.3195%); CBOT (5.8043%); SUPP (5.0674%); TDV (3.2539%); BOTZ (2.5616%); DTEC (1.2156%); ELFY (0.9758%); STXK (0.5124%)
CGON,SBIO (3.3279%)
CHCO,SMLV (0.5724%)
CHCT,KBWY (5.3387%)
CHD,PSL (4.6302%)
CHDN,VICE (4.966%)
CHE,SCDV (4.7584%); OUSM (2.1649%); REGL (1.8792%)
CHEF,PSCC (4.3765%); SCDS (0.9238%); SIXL (0.6321%)
CHG.L,ARMY (4.2409%)
CHILE.SN,ECH (11.4028%); FRDM (2.5907%)
CHKP,ITEQ (3.1858%)
CHOLAFIN.NS,INDZ (2.7049%)
CHRD,SFLO (1.2195%)
CHRW,AIRR (4.0792%); HULL (3.8567%); BOBP (2.3919%); QMOM (2.0604%); IQSM (0.8417%)
CHTR,RSPC (4.8136%); YALL (4.2706%); GHTA (2.6239%); EQAL (0.4381%)
CHWY,PAWZ (10.1913%); ONLN (3.8301%)
CHYM,BPAY (3.9098%)
CI,IHF (4.0029%); GQGU (3.8566%); VSMV (3.0791%); MFSV (2.7057%); DVAL (2.529%); BUSA (2.2776%); RUNN (1.9432%); RPV (1.6585%); DSTL (1.511%); ONEY (1.4596%); IMCV (1.0224%); VFVA (0.8891%); ONEV (0.8727%)
CIB,EPEM (3.885%); CVY (1.108%)
CIBEST,COLO (7.4395%)
CICHY,NSI (3.4321%)
