Ticker,Symbol,ETF Name,Last Price,Change %,Volume,Average Volume 30D,AUM,Expense Ratio %,MTD %,1M %,3M %,6M %,YTD %,1Y %,Theme Option,Exchange,Type,Type Specs,Subtype
CBOE:BBEM,BBEM,JPMorgan BetaBuilders Emerging Markets Equity ETF,80.1001,-1.9822564855604519,1133,49804.86666666667,841984000.0,0.15,,7.54578410311492,18.966433981880293,22.155578126096124,23.34477979673545,44.1167686218064,Emerging markets,CBOE,fund,['etf'],etf
AMEX:IDHQ,IDHQ,Invesco S&P International Developed Quality ETF,41.41,-0.5523535062440057,99133,77507.76666666666,810946500.0,0.29,,7.030240372189193,10.515078729650382,18.517458500286203,15.670391061452515,28.323520297489903,Developed markets,AMEX,fund,['etf'],etf
AMEX:KOKU,KOKU,Xtrackers MSCI Kokusai Equity ETF,132.385,0.37363847141831613,189,300.96666666666664,804797531.934,0.09,,4.5860325485858695,8.806608038135932,10.403636060378615,10.265700483091777,25.08030990173846,Developed markets,AMEX,fund,['etf'],etf
CBOE:EYLD,EYLD,Cambria Emerging Shareholder Yield ETF,47.125,-1.6795326517838507,27446,132185.5,795726786.6772,0.65,,4.745498999777724,11.275088547815818,20.370370370370374,20.802358369648815,37.63142523364485,Emerging markets,CBOE,fund,['etf'],etf
NASDAQ:PIZ,PIZ,Invesco Dorsey Wright Developed Markets Momentum ETF,56.78,-0.9228933027854315,20742,72756.33333333333,786202400.0,0.8,,0.4422430567840085,8.27612509534707,16.73519736842105,14.521984671238407,26.939414263357936,Developed markets,NASDAQ,fund,['etf'],etf
NASDAQ:FEM,FEM,First Trust Emerging Markets AlphaDEX Fund,32.875,-1.4550185249577299,57897,109440.53333333334,771334265.926,0.8,,-0.8594692400482407,10.244802146210597,19.676010192937756,18.17038102084831,38.246425567703945,Emerging markets,NASDAQ,fund,['etf'],etf
NASDAQ:PBPH,PBPH,Portfolio Building Block World Pharma and Biotech Index ETF,25.003,0.766133744947189,31110,82222.23333333334,770734080.0,0.13,,0.7779121322047619,-4.568702290076333,1.4106557643012405,-0.9389857369255085,-0.3070175438596419,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:EWX,EWX,State Street SPDR S&P Emerging Markets Small Cap ETF,74.835,-1.1296076099881147,19389,19290.5,748759275.0,0.65,,2.289502460360849,11.994911703082911,13.40354599181694,13.060885330110283,25.142140468227417,Emerging markets,AMEX,fund,['etf'],etf
CBOE:IQDG,IQDG,WisdomTree International Quality Dividend Growth Fund,42.8167,-0.49570067394841694,31070,65901.26666666666,732772800.0,0.42,,2.665381452148528,2.334369024856582,4.711910002445578,2.5058654536748723,10.409231562661155,Developed markets,CBOE,fund,['etf'],etf
AMEX:FDRR,FDRR,Fidelity Dividend ETF for Rising Rates,66.885,-0.764094955489615,4457,14523.666666666666,732418703.8,0.15,,5.54678870127822,8.880026045905918,9.18217433888346,9.11092985318109,29.321345707656626,Developed markets,AMEX,fund,['etf'],etf
AMEX:LEMB,LEMB,iShares J.P. Morgan EM Local Currency Bond,42.07,-0.5554898948114867,47595,132097.83333333334,716949500.0,0.3,,0.8872901678657013,0.6218607988519445,-0.1661129568106319,1.1055034847392475,7.321428571428565,Emerging markets,AMEX,fund,['etf'],etf
AMEX:DFSB,DFSB,Dimensional Global Sustainability Fixed Income ETF,52.035,-0.3294577355527116,7396,39638.63333333333,700345498.954,0.24,,0.24080138701598922,-0.5066921606118558,-0.8290451686678145,0.5507246376811529,0.6090487238979074,Developed markets,AMEX,fund,['etf'],etf
AMEX:DTH,DTH,WisdomTree International High Dividend Fund,55.87,-0.6578947368421133,88632,33867.2,691166600.0,0.58,,0.7211105101856834,2.3260073260073186,10.524233432245302,7.71158665895508,21.721132897603486,Developed markets,AMEX,fund,['etf'],etf
CBOE:NUDM,NUDM,Nuveen ESG International Developed Markets Equity ETF,39.04,-0.6994785705201542,12021,51323.03333333333,682505925.325,0.27,,3.1167459059693603,4.190018681611957,1.19232763089684,6.492089470812883,13.028372900984365,Developed markets,CBOE,fund,['etf'],etf
AMEX:DWM,DWM,WisdomTree International Equity Fund,73.71,-0.7406409911123233,8202,11228.633333333333,678324650.0,0.48,,1.6269130015166036,2.803347280334715,8.572691117984965,6.072816232551445,17.503586800573885,Developed markets,AMEX,fund,['etf'],etf
AMEX:TLTD,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,100.65,-0.5716758192093722,1208,21895.266666666666,663194500.484,0.39,,1.9755805718535233,3.2731376975169426,9.640522875817004,7.394366197183106,22.72893549567126,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:WSML,WSML,iShares MSCI World Small-Cap ETF,34.68,-0.7015032211882534,3574,6588.366666666667,661948011.0,0.3,,2.6624749116356723,5.893129770992365,11.511254019292599,13.111545988258316,29.01785714285715,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:ISCF,ISCF,iShares International Small-Cap Equity Factor ETF,44.535,-1.0553210397689434,10168,51078.333333333336,647563017.6,0.23,,1.0551395507147636,1.8874399450926465,7.494569152787827,6.568557071069629,17.351778656126463,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:EMEQ,EMEQ,Nomura Focused Emerging Markets Equity ETF,71.3499,-1.6100941152135597,100836,181481.46666666667,640136000.0,0.86,,22.61539783467951,52.19688566552901,81.64434826883911,71.2260619150468,157.8974192149209,Emerging markets,NASDAQ,fund,['etf'],etf
AMEX:DFSE,DFSE,Dimensional Emerging Markets Sustainability Core 1 ETF,50.04,-1.8440528755337886,7717,21860.933333333334,637277849.013,0.41000000000000003,,4.708097928436912,14.902411021814013,20.201777564256535,18.578199052132693,39.07726514730407,Emerging markets,AMEX,fund,['etf'],etf
CBOE:FYLD,FYLD,Cambria Foreign Shareholder Yield ETF,38.47,0.0,42572,79084.53333333334,627090724.718,0.59,,-0.05196154845415205,4.908644668666477,18.187403993855614,18.18704090002795,34.41649196366176,Developed markets,CBOE,fund,['etf'],etf
CBOE:FDEM,FDEM,Fidelity Emerging Markets Multifactor ETF,37.56,-1.7525503531258035,75086,156300.46666666667,616372565.2,0.25,,6.492770059540683,14.967860422405877,21.083172147001942,19.65594138260593,40.306313036981706,Emerging markets,CBOE,fund,['etf'],etf
NASDAQ:SEEM,SEEM,SEI Select Emerging Markets Equity ETF,40.52,-1.4275010460556323,12241,42673.53333333333,607658766.869247,0.6,,8.778523489932896,21.17224880382777,30.205655526992295,27.6220472440945,56.14643545279385,Emerging markets,NASDAQ,fund,['etf'],etf
CBOE:EMHY,EMHY,iShares J.P. Morgan EM High Yield Bond ETF,40.3851,-0.3820917612234776,41648,83774.8,588149320.0,0.5,,0.3855331841909134,-0.03688118811880507,0.23603871928518785,0.01263001485883797,6.05330882352942,Emerging markets,CBOE,fund,['etf'],etf
AMEX:FIVA,FIVA,Fidelity International Value Factor ETF,38.3762,-0.19193758127439697,29859,78258.16666666667,549922012.0,0.18,,5.226761721963253,6.0995299972352655,16.115582450832076,10.72186959030583,32.01307189542482,Developed markets,AMEX,fund,['etf'],etf
AMEX:IDOG,IDOG,ALPS International Sector Dividend Dogs ETF,43.7,-0.636653024101851,21596,26607.033333333333,543567000.0,0.5,,2.6785714285714297,6.637384089799917,14.457831325301214,12.19512195121951,29.982153480071407,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:PBOG,PBOG,Portfolio Building Block Integrated Oil and Gas and Exploration and Production Index ETF,33.47,1.47036531756859,14714,231240.16666666666,521493730.0,0.13,,-0.9470257472625045,6.28771038424897,29.430690580601244,30.538221528861143,34.14829659318637,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:HYEM,HYEM,VanEck Emerging Markets High Yield Bond ETF,20.08,-0.2979145978153042,58471,118613.93333333333,508784860.0,0.4,,0.2997002997002933,-0.14917951268026425,0.9045226130653252,0.8032128514056053,3.080082135523603,Emerging markets,AMEX,fund,['etf'],etf
AMEX:EFAA,EFAA,Invesco MSCI EAFE Income Advantage ETF,55.13,-0.4693988084491749,21545,79973.26666666666,505451127.959448,0.39,,1.9038817005545308,1.416482707873442,2.7586206896551797,1.6595980084824005,8.737672583826429,Developed markets,AMEX,fund,['etf'],etf
AMEX:NTSI,NTSI,WisdomTree International Efficient Core Fund,46.965,-0.8679463528100476,8495,21849.9,500298800.0,0.26,,2.5660624590522043,3.0612244897959253,6.171583587656842,5.800856048659615,16.077607513593676,Developed markets,AMEX,fund,['etf'],etf
AMEX:EFAX,EFAX,State Street SPDR MSCI EAFE Fossil Fuel Reserves Free ETF,53.039,-0.7986383870123062,5198,23322.3,498941631.8,0.2,,1.6462246071291717,2.828615742535873,6.933467741935483,4.1205339615233685,15.077023215448033,Developed markets,AMEX,fund,['etf'],etf
AMEX:JEMB,JEMB,Janus Henderson Emerging Markets Debt Hard Currency ETF,53.845,0.223359702187059,1624,9774.466666666667,480376971.0,0.52,,0.8333333333333339,0.13948298307605678,0.41025641025640813,0.5696675382891291,5.827437106918232,Emerging markets,AMEX,fund,['etf'],etf
NASDAQ:TXUE,TXUE,Thornburg International Equity ETF,34.585,-0.6129609779787999,139938,64609.63333333333,480047137.98,0.65,,2.4740740740740765,5.3136419001217945,10.920461834509304,9.776225995873677,19.01238816242258,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:AVSD,AVSD,Avantis Responsible International Equity ETF,80.1499,-0.8421315689850152,4176,11627.966666666667,462626025.0,0.23,,2.9939604214854914,4.185493305602489,8.840168386746337,7.06639059577879,20.200809838032384,Developed markets,AMEX,fund,['etf'],etf
AMEX:DEHP,DEHP,Dimensional Emerging Markets High Profitability ETF,43.4406,-1.58450385138196,18393,31186.2,455483355.4865,0.41000000000000003,,9.75391611925216,25.405889145496545,36.22013170272814,31.757961783439505,63.49491908167107,Emerging markets,AMEX,fund,['etf'],etf
AMEX:MFDX,MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,41.97,-0.37977688108237284,8457,18073.666666666668,453708000.0,0.39,,1.7207949587978693,2.666340508806253,10.175409121694337,8.281733746130035,19.402560455192035,Developed markets,AMEX,fund,['etf'],etf
CBOE:DDLS,DDLS,WisdomTree Dynamic International SmallCap Equity Fund,45.28,-0.9515476320682538,7003,19833.033333333333,449827800.0,0.48,,1.4336917562724028,0.2657218777679463,6.868067028557951,4.96059341678257,17.54932502596053,Developed markets,CBOE,fund,['etf'],etf
AMEX:EELV,EELV,Invesco S&P Emerging Markets Low Volatility ETF,28.4399,-0.17585117585116508,8738,43616.833333333336,432455200.0,0.29,,-1.523891966758994,-0.1057253249033978,3.3051216854340733,2.9685010861694443,11.093359375,Emerging markets,AMEX,fund,['etf'],etf
CBOE:CEMB,CEMB,iShares J.P. Morgan EM Corporate Bond ETF,45.54,-0.28465075541931806,19694,56806.96666666667,429587550.0,0.5,,-0.30647985989492244,-0.805924635155734,-0.7626933972543068,-0.7410636442894581,1.9247985675917625,Emerging markets,CBOE,fund,['etf'],etf
NASDAQ:AVXC,AVXC,Avantis Emerging Markets ex-China Equity ETF,85.315,-1.6194761495120995,9969,42043.53333333333,419159448.0,0.33,,9.378205128205126,22.000572000571985,35.20602218700475,31.69959864155603,59.40769805680118,Emerging markets,NASDAQ,fund,['etf'],etf
AMEX:CVIE,CVIE,Calvert International Responsible Index ETF,84.7895,-0.6101277693119194,8316,16767.633333333335,405216000.0,0.18,,7.219903894790092,12.333730789613142,19.628231808401832,17.35570934256056,33.463717928537704,Developed markets,AMEX,fund,['etf'],etf
AMEX:SRVR,SRVR,Pacer Data & Infrastructure Real Estate ETF,34.44,-0.6920415224913552,34957,101410.63333333333,404671560.0,0.49,,-1.8803418803418908,5.547042598835413,18.758620689655164,19.458896982310094,9.576837416481062,Developed markets,AMEX,fund,['etf'],etf
AMEX:EEMS,EEMS,iShares MSCI Emerging Markets Small Cap ETF,77.06,-1.7342514664626365,7893,85329.8,393934070.0,0.72,,0.7056978567694803,9.569173894497377,12.562080046742638,13.206992801527853,25.097402597402596,Emerging markets,AMEX,fund,['etf'],etf
CBOE:NUEM,NUEM,Nuveen ESG Emerging Markets Equity ETF,42.415,-1.245634458672884,3220,22428.233333333334,393420401.412,0.36,,3.049076773566576,14.914657274451375,15.226840532463994,16.71711612548155,37.71103896103895,Emerging markets,CBOE,fund,['etf'],etf
AMEX:JPEM,JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,64.89,-1.1721058306782206,4071,15563.166666666666,391560000.0,0.44,,0.2162162162162171,2.0122622229209264,5.8046632969183145,5.977462028417448,16.897856242118543,Emerging markets,AMEX,fund,['etf'],etf
AMEX:PDN,PDN,Invesco RAFI Developed Markets ex-U.S. Small-Mid ETF,46.205,-0.698474102729428,3370,29308.733333333334,373608000.0,0.47000000000000003,,0.38018683467303316,2.087936367653558,10.379837553750594,8.436986622858482,23.5427807486631,Developed markets,AMEX,fund,['etf'],etf
AMEX:UUP,UUP,Invesco DB USD Index Bullish Fund ETF,27.87,0.39625360230547346,829111,2057277.4333333333,370730610.8,0.78,,1.604083120670803,1.3823208439432615,-0.7478632478632383,2.9172821270310294,1.6782196278730421,Developed markets,AMEX,fund,['etf'],etf
AMEX:JPIN,JPIN,JPMorgan Diversified Return International Equity ETF,74.44,-0.6672004270082733,2434,6814.733333333334,369509000.0,0.37,,1.4030785996458264,2.5909592061741944,8.386721025043666,8.5605950123961,18.2713695583095,Developed markets,AMEX,fund,['etf'],etf
AMEX:TLTE,TLTE,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,79.39,-1.3645461514282136,4754,5717.3,366882739.7571,0.5700000000000001,,5.726461579438004,15.560407569141189,22.439851943244907,22.477630360999704,42.86485513766421,Emerging markets,AMEX,fund,['etf'],etf
NASDAQ:ORR,ORR,Militia Long/Short Equity ETF,35.85,-0.33361134278564764,54094,162511.16666666666,359836230.0,10.91,,0.3077783995523207,-4.679606487636262,8.472012102874448,4.824561403508767,26.41043723554303,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:ECON,ECON,Columbia Research Enhanced Emerging Economies ETF,36.8799,-1.291141070009069,5403,26701.333333333332,357020625.0,0.47000000000000003,,13.305785123966942,25.313965341488277,34.01126453488372,32.186021505376345,62.32350352112677,Emerging markets,AMEX,fund,['etf'],etf
AMEX:PICB,PICB,Invesco International Corporate Bond ETF,23.4104,-0.6771319473907556,59095,75930.3,354472500.0,0.5,,-0.7192536047497842,-1.4298947368421087,-1.3883740522325159,-1.884325230511317,-0.4659863945578247,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:FEMB,FEMB,First Trust Emerging Markets Local Currency Bond ETF,29.25,-0.6791171477079772,78140,74221.56666666667,354077258.768,0.85,,-0.544032641958518,-2.9528865295288673,-2.010050251256286,-1.9443513241702928,4.352479486264712,Emerging markets,NASDAQ,fund,['etf'],etf
NASDAQ:AGEM,AGEM,abrdn Emerging Markets Dividend Active ETF,50.2673,-1.4946110131295363,4666,7177.866666666667,352225690.078795,0.7000000000000001,,9.562554489973836,18.053781117895728,31.381712209720202,29.822572314049587,59.68011435832274,Emerging markets,NASDAQ,fund,['etf'],etf
NASDAQ:GEME,GEME,Pacific North of South EM Equity Active ETF,44.485,-1.440124072227758,28431,73207.2,349733000.0,0.75,,10.976674566546086,24.64275707481088,34.55837870538414,35.83206106870229,69.6605644546148,Emerging markets,NASDAQ,fund,['etf'],etf
AMEX:IDLV,IDLV,Invesco S&P International Developed Low Volatility ETF,34.42,-0.23188405797100956,8153,42937.433333333334,344279950.0,0.25,,-2.354609929078009,-2.8781038374717722,1.8644569399230617,0.9088243916740025,4.019341190692046,Developed markets,AMEX,fund,['etf'],etf
AMEX:FIDI,FIDI,Fidelity International High Dividend ETF,28.0034,-0.37922447527570347,32414,71498.66666666667,332530006.2,0.18,,0.01214285714285422,1.2049150704734277,10.076257861635211,7.416187188339083,19.468430034129682,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:UIVM,UIVM,VictoryShares International Value Momentum ETF,73.6518,-0.6584839492851445,3732,1697.5333333333333,332512438.905,0.35000000000000003,,3.793404735062008,6.065380184331793,17.093481717011123,12.997545259281967,29.966119640021162,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:DEXC,DEXC,Dimensional Emerging Markets ex China Core Equity ETF,82.745,-1.1645962732919186,54079,17928.3,331405621.8,0.43,,9.480021169621603,24.822748529189916,39.630442119473514,34.80775496904529,60.14128120766403,Emerging markets,AMEX,fund,['etf'],etf
CBOE:ISVL,ISVL,iShares International Developed Small Cap Value Factor ETF,51.76,-0.8049060942890028,11041,13310.266666666666,323393680.2,0.31,,1.2915851272015588,3.5821492895737426,10.95391211146838,8.216600459962367,25.432871845700127,Developed markets,CBOE,fund,['etf'],etf
NASDAQ:PABD,PABD,iShares Paris-Aligned Climate Optimized MSCI World ex USA ETF,69.03,-0.6173443825692287,35942,6760.3,323019988.2,0.12,,2.837988826815644,4.916786989892848,6.990080595164298,6.118370484242896,15.030828195300789,Developed markets,NASDAQ,fund,['etf'],etf
CBOE:HEEM,HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,45.08,-1.053555750658481,7289,31513.466666666667,289138252.62,0.72,,8.810041033067822,21.05263157894736,28.799999999999994,27.02169625246547,57.347294938917976,Emerging markets,CBOE,fund,['etf'],etf
NASDAQ:GRIN,GRIN,VictoryShares International Free Cash Flow Growth ETF,32.51,-0.7782694948878454,228,11355.966666666667,275898978.588,0.56,,6.4505566470202975,10.691181477698322,17.960812772133526,16.398138202649474,128.62165963431787,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:EMQQ,EMQQ,EMQQ The Emerging Markets Internet ETF,32.32,-2.826217678893559,33164,57932.9,268621047.975752,0.86,,-5.7451151939340885,-4.857226964969087,-24.131455399061032,-21.610477807421773,-18.218623481781382,Emerging markets,AMEX,fund,['etf'],etf
CBOE:FDEV,FDEV,Fidelity International Multifactor ETF,35.81,-0.1950947603121524,5428,24923.733333333334,265811648.2,0.18,,-1.6478989288656807,-1.3498622589531541,5.014662756598243,2.460658082975678,11.453470276999688,Developed markets,CBOE,fund,['etf'],etf
AMEX:IJAN,IJAN,Innovator International Developed Power Buffer ETF January,37.73,-0.33573622913536894,4003,9480.666666666666,264261900.0,0.85,,1.2749966447456564,2.5689819219790686,5.214723926380361,3.3415502602026814,12.2582564712883,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:FEMS,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,46.91,-1.8516581232346587,22623,39971.36666666667,263835995.076,0.8,,-1.8208455420678202,3.7143488834844125,8.212226066897337,10.506478209658406,20.220399794976917,Emerging markets,NASDAQ,fund,['etf'],etf
AMEX:EMHC,EMHC,State Street SPDR Bloomberg Emerging Markets USD Bond ETF,25.23,-0.4340962904498794,19165,35341.5,262228876.0,0.23,,0.11904761904762357,-1.020007846214194,-1.4837953924248302,-0.8566488525620872,4.950083194675546,Emerging markets,AMEX,fund,['etf'],etf
AMEX:EMBD,EMBD,Global X Emerging Markets Bond ETF,23.75,-0.3357112882920617,7280,20556.433333333334,255295697.379151,0.39,,0.12647554806071307,-1.3704318936877007,-0.5860192549183783,-1.3294557540506866,4.352028823128808,Emerging markets,AMEX,fund,['etf'],etf
NASDAQ:UEVM,UEVM,VictoryShares Emerging Markets Value Momentum ETF,60.48,-1.7681090685836718,3523,5597.166666666667,254922601.332,0.45,,0.2652519893899148,4.691016098320917,6.217070600632243,7.291112293773283,21.251002405773846,Emerging markets,NASDAQ,fund,['etf'],etf
NASDAQ:SNSR,SNSR,Global X Internet of Things ETF,53.34,-0.8550185873605832,13516,26309.7,252628366.59114,0.68,,18.37549933422104,35.656154628687695,39.926547743966445,42.77301927194862,51.14763389062059,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:TOK,TOK,iShares MSCI Kokusai ETF,151.795997,-0.6870978800912357,1079,917.8666666666667,252062068.5,0.25,,4.668848129632818,10.192731298319483,9.58361963230044,9.370989984869233,24.371976239246212,Developed markets,AMEX,fund,['etf'],etf
AMEX:IQSI,IQSI,NYLI Candriam International Equity ETF,38.32,-0.3069878765804727,675,29791.4,246113940.0,0.15,,4.52809601745773,3.28840970350404,10.273381294964029,7.989595574455604,16.12121212121212,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:PIE,PIE,Invesco Dorsey Wright Emerging Markets Momentum ETF,32.805,-1.0884640897304383,23553,66964.4,245328500.0,0.9,,5.31300160513644,23.466315393300714,36.63057059558516,37.54716981132074,67.37244897959182,Emerging markets,NASDAQ,fund,['etf'],etf
AMEX:TPIF,TPIF,Timothy Plan International ETF,37.46,-0.768211920529799,12092,51211.86666666667,244725000.0,0.62,,0.1604278074866371,1.7934782608695754,9.05385735080058,6.9980005712653615,18.581829692940808,Developed markets,AMEX,fund,['etf'],etf
AMEX:GPZ,GPZ,VanEck Alternative Asset Manager ETF,21.94,-4.4841097083151835,475586,254129.63333333333,243922330.0,0.4,,-7.23044397463001,-0.9927797833934967,-17.98130841121495,-19.780621572212066,-12.450119712689537,Developed markets,AMEX,fund,['etf'],etf
AMEX:EMBX,EMBX,VanEck Emerging Markets Bond ETF,51.235,-0.4273645464280421,4912,61254.166666666664,240696354.55152,0.75,,0.06835937499999334,0.009759906304904467,0.8562992125984297,1.0749633557637455,2.5725725725725654,Emerging markets,AMEX,fund,['etf'],etf
AMEX:VEXC,VEXC,Vanguard Emerging Markets Ex-China ETF,95.295,-1.2589368977308086,10432,28102.2,238150000.0,0.07,,4.329975914166847,12.376179245283025,21.263599923649565,17.93935643564357,24.43849569078089,Emerging markets,AMEX,fund,['etf'],etf
AMEX:NBIE,NBIE,Neuberger International Core Equity ETF,26.06,-0.6670478368591604,5009,23652.633333333335,237891513.5703,0.29,,3.4126984126984103,6.5848670756646195,6.5848670756646195,6.5848670756646195,6.5848670756646195,Developed markets,AMEX,fund,['etf'],etf
AMEX:LCTD,LCTD,iShares World ex U.S. Carbon Transition Readiness Aware Active ETF,58.13,-0.7476791894536069,3873,13566.866666666667,236419560.0,0.22,,0.7277768151100359,1.9377466023673897,6.406736225517115,5.193630112196896,15.177333069149997,Developed markets,AMEX,fund,['etf'],etf
NYSE:GDIV,GDIV,Harbor Dividend Growth Leaders ETF,18.53,-0.05393743257819855,6654,9803.666666666666,235225177.53,0.5,,3.231197771587754,6.006864988558356,10.494931425163994,11.091127098321351,23.698264352469963,Developed markets,NYSE,fund,['etf'],etf
AMEX:EDC,EDC,Direxion Emerging Markets Bull 3X ETF,97.86,-4.703476482617585,75429,116178.5,227400027.866,1.09,,22.662321383805462,57.305899373091144,83.18981654810932,68.81145420044851,193.8738738738739,Emerging markets,AMEX,fund,['etf'],etf
NASDAQ:ECOW,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,27.62,-1.427551748750887,12553,59898.86666666667,220415340.0,0.7000000000000001,,-0.6832074793239761,4.423440453686207,7.7097063526108505,12.139667072675609,29.065420560747675,Emerging markets,NASDAQ,fund,['etf'],etf
AMEX:HSCZ,HSCZ,iShares Currency Hedged MSCI EAFE Small-Cap ETF,43.0491,-0.11809744779582045,12579,20954.0,219296999.04,0.43,,3.707781257528318,4.895467836257319,10.865567859902148,9.819132653061223,24.834275772074825,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:IVAL,IVAL,Alpha Architect International Quantitative Value ETF,35.51,-0.4292952659752013,16385,15219.3,214956500.0,0.38,,3.527696793002918,3.769725306838104,14.511447920025786,11.701793016671907,28.241242325749354,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:AVSE,AVSE,Avantis Responsible Emerging Markets Equity ETF,82.235,-1.6445401267790933,5261,8229.833333333334,211581915.0,0.33,,8.561056105610561,19.250290023201863,25.453852021357747,24.31331763197756,47.665649129107564,Emerging markets,AMEX,fund,['etf'],etf
NASDAQ:FICS,FICS,First Trust International Developed Capital Strength ETF,40.2605,-0.7873336619024097,10676,32133.2,210324480.894,0.7000000000000001,,0.15049751243780485,-0.8362068965517266,2.613737734165926,0.37521815008726245,1.4118387909319836,Developed markets,NASDAQ,fund,['etf'],etf
CBOE:GHYG,GHYG,iShares US & Intl High Yield Corp Bond ETF,45.26,-0.15442311934701144,5739,25402.533333333333,199202080.0,0.4,,-0.6148440931049651,-0.6802721088435424,-1.5873015873015959,-1.8389473387423907,-0.019439437316652545,Developed markets,CBOE,fund,['etf'],etf
AMEX:IAPR,IAPR,Innovator International Developed Power Buffer ETF April,33.015,-0.19649334945585772,5959,24120.833333333332,198584000.0,0.85,,1.317449065080688,5.512943432406525,7.990972131362035,6.465656239922602,14.199239017640956,Developed markets,AMEX,fund,['etf'],etf
NASDAQ:FINX,FINX,Global X FinTech ETF,24.665,-4.619929852241135,131205,70152.26666666666,196103542.371802,0.68,,-4.28793170353124,-2.2393975426080113,-18.83843369529451,-16.728561782579344,-19.996756406097955,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:IJUL,IJUL,Innovator International Developed Power Buffer ETF July,35.435,-0.05640953321110146,1865,7424.8,194704950.0,0.85,,2.1475929662727142,3.8540445486518315,6.989734299516924,5.429931567985727,13.319837927207962,Developed markets,AMEX,fund,['etf'],etf
AMEX:PTIN,PTIN,Pacer Trendpilot International ETF,36.725,-0.787218638225208,10170,11189.1,189305245.0,0.67,,5.988455988455997,8.814814814814818,14.837398373983744,14.586583463338549,30.161261740209113,Developed markets,AMEX,fund,['etf'],etf
AMEX:JEDI,JEDI,Defiance Drone and Modern Warfare ETF,37.09,-8.464955577492594,331434,231634.03333333333,186749575.0,0.6900000000000001,,32.416993930739025,36.36029411764708,59.59552495697076,51.32598939208487,47.592518901711124,Developed markets,AMEX,fund,['etf'],etf
AMEX:EMMF,EMMF,WisdomTree Emerging Markets Multifactor Fund,40.16,-1.2464682579690158,59513,14213.433333333332,186524200.0,0.48,,10.299368305410603,18.641063515509586,26.05147520401757,25.421611492816965,44.82509917057337,Emerging markets,AMEX,fund,['etf'],etf
AMEX:EEMX,EEMX,State Street SPDR MSCI Emerging Markets Fossil Fuel Reserves Free ETF,54.63,-1.7370048403023943,4077,7207.633333333333,185283999.6,0.3,,8.435887256847955,20.649293286219084,29.393652297489353,24.982841455044618,54.43677082125987,Emerging markets,AMEX,fund,['etf'],etf
AMEX:EMKT,EMKT,Lazard Emerging Markets Opportunities ETF,32.83,-0.7857358718646271,14603,21739.533333333333,182848050.14,0.74,,11.439239646978946,22.180870859694817,30.901116427432218,27.992202729044834,29.916897506925203,Emerging markets,AMEX,fund,['etf'],etf
NASDAQ:IFLO,IFLO,VictoryShares International Free Cash Flow ETF,33.955,-0.32291207984734904,1056,5147.733333333334,178884710.713,0.56,,5.712951432129517,10.386866059817933,20.60410384277956,18.723776223776213,33.839180134016544,Developed markets,NASDAQ,fund,['etf'],etf
AMEX:IOCT,IOCT,Innovator International Developed Power Buffer ETF - October,36.61,-0.3779704970761018,4811,15245.766666666666,173297880.0,0.85,,1.3285358427899165,2.7793374508703033,6.20829706991587,4.599999999999999,13.343653250774002,Developed markets,AMEX,fund,['etf'],etf
AMEX:QWLD,QWLD,State Street SPDR MSCI World StrategicFactors ETF,151.4201,-0.4712200187988521,466,11986.566666666668,170313324.75,0.3,,1.2098790187821515,2.6855418418554065,6.24480774628121,5.233233720202937,15.438057482656099,Developed markets,AMEX,fund,['etf'],etf
CBOE:NIHI,NIHI,NEOS MSCI EAFE High Income ETF,51.39,-0.4833499872191127,26024,47342.03333333333,168136206.0,0.68,,1.6818361693707982,1.440979076194244,1.7623762376237635,0.6068911511354782,2.574850299401196,Developed markets,CBOE,fund,['etf'],etf
AMEX:DIM,DIM,WisdomTree International MidCap Dividend Fund,86.14,-0.7251421011142172,3364,3033.5666666666666,167678800.0,0.58,,0.09295840111549883,1.257787704243573,8.776360651597427,6.057621275547897,16.515622886514258,Developed markets,AMEX,fund,['etf'],etf
