Run_ID,Ticker,Signal_Date,Final_Decision,Score,Final_Decision_Reason,D_Close,D1_Date,D1_Open,D1_Close,D1_Open_vs_D_Close_Pct,D1_Close_vs_D_Close_Pct,D1_Close_vs_D1_Open_Pct,D1_Direction_Pass,D1_Intraday_Up,D5_Date,D5_Close,D5_Close_vs_D_Close_Pct,D5_Persistence_Pass,D8_Date,D8_Close,D8_Close_vs_D_Close_Pct,D8_Persistence_Pass
V8DIR_20260711T195008Z_3ed85d1,PANW,2026-06-09,MOMENTUM_ACTIVE,100.0,all confirmation gates passed,260.5199890136719,2026-06-10,258.8099975585937,263.2200012207031,-0.6563762963265107,1.0363934902859029,1.70395413767237,True,True,2026-06-16,279.8999938964844,7.438970405374712,True,2026-06-22,286.3999938964844,9.933980490631122,True
