Ticker,Final_Decision,Final_Decision_Rank,Final_Decision_Reason,External_Message,Analyst_Message,EPS_Message,Event_Message,Action_Status,Score,Action_Rank,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Extended_Hours_Change_Pct,Close,Trend_Score,Relative_Strength_Score,Breakout_Score,Freshness_Score,Accumulation_Score,Volatility_Score,Weekly_Trend_Score,Weekly_Trend,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Exchange_Profile,Benchmark_Ticker,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_20,Volume_Avg_50,Relative_Volume_20,Avg_Dollar_Volume_50D,Min_Avg_Dollar_Volume_50D,Liquidity_Status,Close_Location_Pct,Extension_Risk,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
PLTR,REJECT,3,below EMA200 | weekly downtrend | not outperforming benchmark SPY | distribution cluster,,,,,Avoid,9,5,Avoid,Clean,below EMA200 | weekly downtrend | not outperforming benchmark SPY | distribution cluster,REGULAR,132.5,132.5,,,,132.4600067138672,0,0,0,12,0,7,-10,Downtrend,129.3000030517578,148.30833485921224,-8.724158470592469,126.10434697180156,132.7466442852379,143.53695074988994,143.530931679194,-4.436262858122553,US,SPY,-10.777313267159839,-25.479602411326475,0.2573505973702872,9.955715677770671,-35.435318089097144,0.17665809624459713,0.18181664750943594,0.22882069871772345,-17.677229372668002,17.293904503599222,3.105787697712792,141.97000122070312,163.6999969482422,163.6999969482422,207.52000427246094,-6.698594368575039,36.1700057889574,False,True,False,6.710000719342913,5.065680491650198,15089699,42298059.95,42982219.98,0.3567468346736787,5770474748.411025,5000000,OK,92.98543444629614,True,9.0,9.0,0.0,False,2.443931622216944,3.266034552606656,1,False
