Ticker,Final_Decision,Final_Decision_Rank,Final_Decision_Reason,External_Message,Analyst_Message,EPS_Message,Event_Message,Action_Status,Score,Action_Rank,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Extended_Hours_Change_Pct,Close,Trend_Score,Relative_Strength_Score,Breakout_Score,Freshness_Score,Accumulation_Score,Volatility_Score,Weekly_Trend_Score,Weekly_Trend,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Exchange_Profile,Benchmark_Ticker,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_20,Volume_Avg_50,Relative_Volume_20,Avg_Dollar_Volume_50D,Min_Avg_Dollar_Volume_50D,Liquidity_Status,Close_Location_Pct,Extension_Risk,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
REG,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x,,,,,Actionable Momentum Candidate,95,1,Momentum Candidate,Clean,,REGULAR,80.81,80.81,,,,80.80999755859375,30,8,20,12,0,10,15,Uptrend,80.95999908447266,75.7773338317871,3.65547224982794,79.53682425822737,78.69994404531815,76.37951406146759,75.54610699819126,2.765471385770102,US,SPY,5.454783315928324,18.908179292570114,14.154536676759077,9.969707113972536,8.938472178597578,0.10756308487824978,0.10639993399932143,0.10728331416516351,-5.619184033671365,-0.6027127610956029,4.459665099563792,81.93000030517578,81.93000030517578,81.93000030517578,81.93000030517578,-1.3670239746249258,1.3670239746249302,False,False,False,1.3328584943498885,1.6493732639744962,15828,1622631.4,1543456.56,0.009754525889243854,121325979.90604919,5000000,OK,98.57111716621253,False,5.0,6.0,-1.0,False,1.2149314443828274,1.2149268018458725,0,False
UBSI,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x,,,,,Actionable Momentum Candidate,95,1,Momentum Candidate,Clean,,REGULAR,46.55,46.55,,,,46.54999923706055,30,8,20,12,0,10,15,Uptrend,46.380001068115234,42.42333335876465,6.390804661478744,45.46617851333377,44.35638088688287,42.24933607442757,41.49598233028314,4.454815150448166,US,SPY,10.28192429926964,21.25553523611774,21.192396308215233,9.969707113972536,11.285828122145205,0.061960916598071715,0.05964791542051169,0.058785658196630494,-0.03139997084324886,1.815393688094602,3.559507112267424,47.25,47.25,47.25,47.25,-1.4814830961681569,1.4814830961681549,False,False,False,0.7750004359654018,1.6648774407463127,121589,1140589.45,912103.78,0.10660189781695772,40386466.61897026,5000000,OK,53.845871694237616,False,5.0,6.0,-1.0,False,0.1290547567812661,0.10752524099042482,1,False
BFST,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x,,,,,Actionable Momentum Candidate,95,1,Momentum Candidate,Clean,lower high and lower low | 2+ bearish hourly candles,PRE,30.89,30.89,,,1.9758872538133687e-06,30.889999389648438,30,8,14,12,6,10,15,Uptrend,30.639999389648438,27.893333180745444,4.933162840260019,29.77320626286661,28.848860230088654,27.66260100670958,27.260970153211694,3.20572160748287,US,SPY,12.20486240173917,18.1713852750931,19.174380010515435,10.171288145966685,8.000097129126416,0.04111649210023388,0.03849648069694487,0.038826256147785475,3.659915629495769,0.25965571273212085,7.368783100984189,31.565000534057617,31.565000534057617,31.565000534057617,31.565000534057617,-2.138448069027832,2.138448069027831,True,True,False,0.6985716138567243,2.261481475104279,216100,316880.0,235912.0,0.6819616258520576,6786115.945812225,5000000,OK,53.37413262500146,False,7.0,6.0,1.0,False,0.8159269092037347,-0.38697267976821603,2,False
CBU,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x,,,,,Actionable Momentum Candidate,95,1,Momentum Candidate,Clean,,PRE,67.98,67.61,67.98,,0.5472554153354015,67.61000061035156,30,8,14,12,6,10,15,Uptrend,67.61000061035156,62.125999704996744,4.200957581497611,65.73921722842371,64.19531072556502,62.012155456933044,61.38078575904245,3.0336636228937452,US,SPY,13.744956548453624,17.705435631597723,14.263989695094992,10.171288145966685,7.534147485631038,0.08999307578244552,0.08670126268071705,0.08763846712992335,2.504770679546442,0.2074987210841872,8.453642035393717,69.2300033569336,69.2300033569336,69.2300033569336,69.2300033569336,-2.340029854151071,2.340029854151066,True,False,False,1.7185709817068917,2.541888723846227,147700,411195.0,301448.0,0.3591969746713846,19376438.926506042,5000000,OK,61.702162197259916,False,9.0,7.0,2.0,False,0.0,0.5472563230291438,0,False
DTE,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,95,1,Momentum Candidate,Clean,last 3H selling,PRE,150.0,151.36,150.0,,-0.8985204841883143,151.36000061035156,30,8,14,12,6,10,15,Uptrend,154.05999755859375,142.26200052897136,2.12756801116063,149.60719587309086,147.1440802023978,143.26337929265614,141.72267314260765,2.187772451968506,US,SPY,2.2426421742682834,17.35153172906645,15.824922783610562,10.171288145966685,7.180243583099767,0.20146948502279474,0.1979837640550585,0.20349953614284538,-0.19704007794492107,-1.9879506643991074,2.5752257485968766,155.05999755859375,155.05999755859375,155.05999755859375,155.05999755859375,-2.386171163741979,2.386171163741983,False,True,False,2.5528564453125,1.686612338146297,859800,1414520.0,1572686.0,0.6078387014676356,229099759.33117676,5000000,OK,7.575750569892126,False,8.0,7.0,1.0,False,-1.7525619830126904,-1.6909162406606448,1,False
MBWM,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,95,1,Momentum Candidate,Clean,,PRE,58.2,57.93,58.2,,0.4660792221679033,57.93000030517578,30,8,14,12,6,10,15,Uptrend,57.810001373291016,51.84300003051758,5.7624702156981344,55.65534989298127,53.90190724548591,51.56503412562556,50.74508089463002,3.5229362962119426,US,SPY,12.572874729520468,20.436594891668136,18.296914153811827,10.171288145966685,10.265306745701452,0.07710839906045769,0.0719708001397421,0.07211289122875482,8.7668944499123,1.4713612722767166,7.776744753815401,59.709999084472656,59.709999084472656,59.709999084472656,59.709999084472656,-2.981073198106543,2.9810731981065404,True,False,False,1.9799998147147042,3.417917839261258,119300,157355.0,132456.0,0.7581583044707826,7080603.810638428,5000000,OK,49.32430865034422,False,8.0,6.0,2.0,False,0.20757469128898087,0.46607975142414215,0,False
ONL,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,95,1,Momentum Candidate,Clean,lower high and lower low,PRE,2.84,2.84,2.84,,3.0222074176577962e-06,2.8399999141693115,30,8,8,12,15,7,15,Uptrend,2.8299999237060547,2.481666660308838,6.7383513458769695,2.8528578991298903,2.788687717450332,2.614643869113568,2.609778020822605,6.5588706576848566,US,SPY,30.275221431248568,25.663713546616695,19.831225793471162,10.171288145966685,15.49242540065001,0.0037802148379044165,0.0038660835111529006,0.0035906418425841287,10.18551700322552,-2.4055041098527963,-1.0452952120563075,3.0,3.0399999618530273,3.0399999618530273,3.049999952316284,-5.333336194356287,6.885247260003751,True,True,True,0.11500002656664167,4.049296832471163,290900,664300.0,489842.0,0.4379045611922324,1403830.7349715233,5000000,LOW,57.14285714285714,False,10.0,4.0,6.0,False,0.35335656299810836,0.0,0,False
BFS,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,close location below 50.0% | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,lower high and lower low | pullback on above-average volume,PRE,36.71,36.71,,,2.4939454279504503e-06,36.709999084472656,30,21,8,12,-2,10,15,Uptrend,37.59000015258789,33.90233325958252,5.350002661816422,36.742582210255925,35.73996957892735,34.264460476087166,34.072046013494486,3.0312576456373863,US,SPY,10.973388913208026,16.428792530985035,4.408416506789692,10.171288145966685,6.2575043850183505,0.04886327022272859,0.04802596411213846,0.04751170547040316,3.2443483253149497,-3.088706311118361,1.8873170363983283,38.41999816894531,38.41999816894531,38.41999816894531,38.41999816894531,-4.450804700596889,4.450804700596888,True,True,True,0.8035711560930524,2.1889707876155775,111100,108270.0,80192.0,1.0261383578091807,2875312.848060608,5000000,LOW,5.882273743167192,False,9.0,7.0,2.0,True,-2.3410509830887882,0.0,0,False
CENTA,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,below EMA20 with early 20D-high pullback | lower high and lower low | pullback on above-average volume,PRE,37.43,37.43,,,-8.153240194097577e-07,37.43000030517578,30,21,8,12,-2,10,15,Uptrend,38.43000030517578,33.20133368174235,7.647415220633724,37.62779992813242,36.062989930697825,33.78979092812494,33.31546344805218,5.130274427787351,US,SPY,18.674696317934327,28.22884419444971,15.560361255017764,10.171288145966685,18.057556048483026,0.049821636201625934,0.04818525455609781,0.04600996946509899,4.709358208919223,-4.806712625425636,-0.9264120842504941,39.9900016784668,39.9900016784668,39.9900016784668,39.9900016784668,-6.401603565496938,6.401603565496937,True,True,True,1.2935711996895927,3.455974323117275,416700,452775.0,367244.0,0.9203246645684943,13258716.984443665,5000000,OK,12.290564702773432,False,8.0,7.0,1.0,True,-2.6021337290109803,-0.4506964136042013,1,False
DTIL,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,5D extension above 12.0% | 10D extension above 20.0% | relative volume below 1.0x | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,8.24,8.24,8.24,,2.7776922539857196e-06,8.239999771118164,30,12,8,12,10,7,15,Uptrend,8.180000305175781,5.705666669209799,6.867703380374168,7.276789045260137,6.9817141728247805,6.236411510593053,6.1083991074156625,12.214749443527339,US,SPY,41.580747905132355,98.07692484037418,93.42721428165271,10.171288145966685,87.90563669440749,0.010967947302991672,0.009681675628283357,0.008315998161510803,-1.3841442119911895,13.031547520387887,20.998529226932128,8.529999732971191,8.59000015258789,8.59000015258789,8.819999694824219,-3.3997651926304773,6.5759630813412855,False,False,False,0.5042143208639962,6.119106005698038,424600,544845.0,382838.0,0.7793042057832962,2763845.402071953,5000000,LOW,50.0,True,9.0,6.0,3.0,False,0.733489776331897,0.0,0,False
JAKK,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,close location below 50.0% | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,lower high and lower low | pullback on above-average volume | 2+ bearish hourly candles,PRE,22.78,22.79,22.78,,-0.04388290972172637,22.790000915527344,30,12,8,12,7,10,15,Uptrend,23.440000534057617,20.492999903361003,9.278514892565504,22.73221179591998,22.22114044460018,20.93873608080045,20.747576229463686,5.344499572907968,US,SPY,12.98959260943542,35.01186047744058,9.514663625174169,10.171288145966685,24.840572331473894,0.030334895148026984,0.03028117848693279,0.0282423950593837,-5.125410457708024,-4.644346111797926,2.8893964244661063,24.0,24.450000762939453,24.450000762939453,24.450000762939453,-5.041662851969397,6.789365217232571,True,True,False,0.7214288711547852,3.165549987596794,70100,56370.0,55428.0,1.2435692744367572,1249963.3605995178,5000000,LOW,3.7975600393059175,False,7.0,3.0,4.0,True,-2.7730358520506204,-0.3935322952809073,2,False
FUSB,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0% | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,16.53,16.53,,,-4.153935140305265e-06,16.530000686645508,30,8,14,12,5,10,15,Uptrend,16.5,15.292999935150146,7.497832451718822,16.408697302460975,16.14581004204823,15.26200490415783,14.89594079019273,5.9826367246681444,US,SPY,7.337669455235218,18.32498475793638,27.251739629727687,10.171288145966685,8.153696611969696,0.02200244920940595,0.021902495083992737,0.021058036336202086,-3.285771999224607,-1.3134287364447328,0.18182234330610392,16.989999771118164,16.989999771118164,16.989999771118164,16.989999771118164,-2.7074696331345627,2.707469633134564,False,False,False,0.24642835344587052,1.490794574769489,1600,2630.0,4572.0,0.6083650190114068,73335.35972976685,5000000,LOW,30.000572202407067,False,4.0,4.0,0.0,False,0.18182234330610392,1.2727272727272698,0,False
PFS,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,lower high and lower low,PRE,23.75,23.61,23.75,,0.5929664804288803,23.610000610351562,30,8,14,12,5,10,15,Uptrend,23.540000915527344,21.76633332570394,6.077194809045894,23.228429851165863,22.71656244037861,21.65069418338264,21.22387665244503,4.701756794144818,US,SPY,10.845077258368029,19.544306887856024,27.552675950333104,10.171288145966685,9.37301874188934,0.03142636525617249,0.030670250343922806,0.030302343935242934,-0.5307227086582822,-0.1268983928570222,3.9172593481283213,24.239999771118164,24.239999771118164,24.239999771118164,24.239999771118164,-2.5990064633467647,2.5990064633467624,True,True,False,0.5150000708443778,2.1812793626891365,603900,1119715.0,1036452.0,0.5393336697284576,23507987.542179108,5000000,OK,63.636678900673346,False,5.0,5.0,0.0,False,0.29736487723772687,0.0,0,False
AM,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,22.08,22.08,22.08,,3.4553415684257516e-07,22.079999923706055,30,8,8,12,11,10,15,Uptrend,22.459999084472656,20.89099998474121,6.376875501485935,22.109647025324847,21.845446589928667,20.893886751790756,20.419933908335587,4.463702442386208,US,SPY,-2.945055280412945,24.11466434739946,20.986300951813995,10.171288145966685,13.943376201432777,0.02938984008981416,0.029451069017652064,0.029012957181850735,-1.5896937792236443,-4.786548446695282,1.7042876777366045,23.209999084472656,23.209999084472656,23.834999084472656,23.834999084472656,-4.868587700731808,7.363118221850062,False,True,True,0.5125710623604911,2.321426920885866,1840000,2615255.0,2483732.0,0.7035642795826793,54079183.51841354,5000000,OK,3.8759070988804316,False,4.0,2.0,2.0,False,-1.6918930376506935,0.0,1,False
BRX,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,below EMA20 with early 20D-high pullback | lower high and lower low,PRE,31.51,31.01,31.51,,1.6123823522338432,31.010000228881836,30,8,8,12,11,10,15,Uptrend,31.200000762939453,29.060999997456868,5.123351795223541,31.413757369275093,30.865486220161195,29.40291839236167,28.923006948638804,4.537861353692407,US,SPY,7.3010402705979915,18.2685013004088,19.914924582286233,10.171288145966685,8.097213154442116,0.04127622060964961,0.04168608895092679,0.040946305137610654,-2.7300812793476736,-4.437597843455876,0.3235211322011766,32.79999923706055,32.79999923706055,32.79999923706055,32.79999923706055,-5.457314176264372,5.457314176264372,True,True,True,0.5557141985212054,1.7920483534973628,2453500,2547470.0,2666670.0,0.963112421343529,81998106.8279419,5000000,OK,18.51891097641956,False,5.0,4.0,1.0,False,-0.6089760558060875,1.61238310222509,1,False
CP,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,89.8902,88.0,89.8902,,2.1479545454545335,88.0,30,8,8,12,11,10,15,Uptrend,87.79000091552734,81.66466649373372,6.065355820339491,87.32240707931675,86.50910090099592,82.62969959111905,81.51596979099531,4.83314984611678,US,SPY,11.434720323810165,19.51650588431193,7.645259938837912,10.171288145966685,9.345217738345244,0.11713342105254607,0.11816572567692889,0.11435185772129172,1.2352193871400852,0.3077586147670841,2.289900323905636,91.5199966430664,91.5199966430664,91.5199966430664,91.5199966430664,-3.846150319251662,3.8461503192516595,True,False,False,2.0342859540666853,2.3116885841666877,2006000,2738975.0,3002844.0,0.7323907666188995,261757616.78338623,5000000,OK,80.99156357583324,False,6.0,5.0,1.0,False,0.23920615364239062,2.194406548431105,0,False
DTM,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,below EMA20 with early 20D-high pullback,PRE,144.1,144.23,144.1,,-0.09013085446153424,144.22999572753906,30,8,8,12,11,10,15,Uptrend,144.58999633789062,134.74400024414064,8.449949111715572,144.85200970454628,142.89751766984287,133.9554540487253,129.7906791585078,7.751240685936311,US,SPY,7.586154225088881,20.51303088215448,36.36191765634686,10.171288145966685,10.341742736187797,0.19197900929500855,0.19520133048536947,0.18469909770716528,3.70453563817279,-4.318700761836059,0.6489830118463713,152.0,152.8800048828125,152.8800048828125,152.8800048828125,-5.111844916092723,5.658038251571193,False,False,True,3.365716116768973,2.3335756891562665,572000,730685.0,745892.0,0.7828270732258087,107484475.62011719,5000000,OK,4.118611175352687,False,4.0,2.0,2.0,False,-0.24898030255861014,-0.09013381404699983,0,False
ETR,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,114.25,113.83,114.25,,0.3689696584286084,113.83000183105469,30,8,8,12,11,10,15,Uptrend,115.11000061035156,105.56033299763997,5.519181118106031,113.09571628777687,111.7650302043315,105.88815867923137,103.02202916591715,6.164707481897036,US,SPY,-0.9312442825191947,23.152657638453533,39.97786800077869,10.171288145966685,12.981369492486849,0.15151474469192067,0.15216575254745515,0.14752462144050835,-2.4542376113169784,-1.7944972524702174,2.4480255654410588,116.70999908447266,118.44999694824219,118.44999694824219,118.44999694824219,-2.467652537066234,3.900375885367265,True,False,False,2.1114289419991628,1.8548966951023367,2086800,3459190.0,3756608.0,0.6032626135020048,421098118.9883423,5000000,OK,22.598999124988687,False,5.0,4.0,1.0,False,-1.1119787790025981,-0.15730140697369777,1,False
FLG,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,14.9,14.84,14.9,,0.40431163608611875,14.84000015258789,30,8,8,12,11,10,15,Uptrend,14.59000015258789,13.596666622161866,6.892033353379756,14.735341060241705,14.344966025501552,13.567676400100174,13.329969160435759,4.994046711543465,US,SPY,10.089025641954418,17.871326232966812,35.40146077496653,10.171288145966685,7.700038087000127,0.01975295438969233,0.01930970482793903,0.018795910196885576,-1.2754773194451285,-2.8795784559725424,1.2969320068602075,15.369999885559082,15.369999885559082,15.369999885559082,15.369999885559082,-3.448274150406172,3.448274150406168,True,False,False,0.3842856543404715,2.5895259460186555,5355200,6121415.0,5008128.0,0.874830410942568,71878913.76518059,5000000,OK,40.740897723901156,False,6.0,4.0,2.0,False,1.7135023809828898,0.40431266846361336,0,False
LARK,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x | close location below 50.0% | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,lower high and lower low,PRE,30.67,30.67,,,-2.487575589960045e-07,30.670000076293945,30,8,8,12,11,10,15,Uptrend,31.139999389648438,27.378666750590007,3.9649826702050417,30.090065879279926,28.895541357172522,27.469828717559363,27.040189546366335,4.280814968537472,US,SPY,19.851504077432836,17.10576346270216,18.96379752252113,10.171288145966685,6.934475316735476,0.04082365946156998,0.03869729327680391,0.03878394499635574,6.58662256470206,-4.156249761581421,4.42628260100002,32.38999938964844,32.38999938964844,32.38999938964844,32.38999938964844,-5.310278931046197,5.310278931046195,True,True,False,0.8714286259242466,2.84130623983209,5900,22155.0,13668.0,0.2663055743624464,405563.98125457764,5000000,LOW,34.95149226783602,False,7.0,5.0,2.0,False,-1.5093106055446115,0.4421161069674495,0,False
NGVT,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,relative volume below 1.0x,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,73.86,73.86,,,-8.263627893079217e-07,73.86000061035156,30,8,8,12,11,10,15,Uptrend,72.48999786376953,69.11166674296061,10.034071562188608,72.4649595654686,71.42266648696584,67.33806348086705,65.0214919445085,6.829302596782494,US,SPY,3.8964754749671204,24.80567798153914,57.854240575235785,10.171288145966685,14.634389835572456,0.09831221080038204,0.09690780099662141,0.09290569167765658,-6.260044193082415,-4.227181042696415,0.6129913169783174,77.12000274658203,79.29000091552734,79.29000091552734,79.29000091552734,-4.227181042696415,6.848278777245449,False,False,False,2.5071427481515065,3.394452650194167,168000,322145.0,276502.0,0.5215042915457325,19894788.094802856,5000000,OK,91.09955381929882,False,5.0,4.0,1.0,False,1.889919695068376,-0.12169973219224861,1,False
AEE,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,RS excess below 5.0% | relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,112.99,112.99,,,1.8906367804660817e-06,112.98999786376953,30,4,8,12,15,10,15,Uptrend,115.0199966430664,108.03833287556967,2.1716381213929603,111.89530445692033,110.64488015068278,107.99441016696251,106.59617205567535,2.3615379017069227,US,SPY,1.1729920800627402,13.148404940082582,18.33891274739299,10.171288145966685,2.977116794115897,0.15039664766480906,0.1495025852834485,0.15379472359196242,-2.0838473251396983,-4.504734486817141,3.9753379659656085,118.31999969482422,118.31999969482422,118.31999969482422,118.31999969482422,-4.504734486817141,4.504734486817146,True,False,False,2.2821426391601562,2.0197740351422113,1638800,1975785.0,1874800.0,0.8294424747631954,207271720.48057556,5000000,OK,5.181267269902636,False,10.0,4.0,6.0,False,-1.7649094405700838,0.03541660277879277,0,False
BCML,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,RS excess below 5.0% | relative volume below 1.0x | close location below 50.0% | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,lower high and lower low,PRE,33.36,33.36,,,-1.8295909787191533e-06,33.36000061035156,30,4,8,12,15,10,15,Uptrend,33.459999084472656,30.275666618347167,3.8533218480516496,32.342604103947345,31.412365597269925,30.19334120482658,29.783489676929204,3.39455007250149,US,SPY,12.209892781727838,13.46939130341136,15.512470844081715,10.171288145966685,3.2981031574446753,0.04440421588415344,0.042176285351102294,0.042873834405112075,9.693373915854497,2.1120369760599944,5.7369300065303275,34.43000030517578,34.43000030517578,34.43000030517578,34.43000030517578,-3.107753951031389,3.1077539510313867,True,True,False,0.9085715157645089,2.7235356688889882,36900,113810.0,78722.0,0.32422458483437305,2480635.847377777,5000000,LOW,27.58627493538012,False,13.0,2.0,11.0,False,-0.298859763470527,-0.7585948705459922,1,False
COFS,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,RS excess below 5.0% | relative volume below 1.0x | close location below 50.0% | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,lower high and lower low,PRE,33.36,33.36,,,-1.8295909787191533e-06,33.36000061035156,30,4,8,12,15,10,15,Uptrend,33.91999816894531,30.059000142415364,3.0099835849754397,32.82973336963803,31.793951548432133,30.514871115732,30.30612750777662,3.2841291778458404,US,SPY,17.05263372053181,13.008130396481699,11.497327958843083,10.171288145966685,2.836842250515014,0.04440421588415344,0.042875780787957174,0.04306341240045774,4.919345363494365,1.4598525749495828,4.675242334113494,34.900001525878906,34.900001525878906,34.900001525878906,35.400001525878906,-4.412609880218509,5.762714202246619,True,True,False,1.33357116154262,3.9975153991118777,79600,117705.0,91034.0,0.6762669385327726,2907604.9296150208,5000000,LOW,24.778713262350536,False,10.0,2.0,8.0,False,-1.6509362878045275,-0.31376109998245694,1,False
CTRE,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,RS excess below 5.0% | relative volume below 1.0x | close location below 50.0%,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,42.0,41.39,42.0,,1.4737874350008395,41.38999938964844,30,4,8,12,15,10,15,Uptrend,41.7599983215332,38.71466636657715,3.687038726008951,39.58977114213843,39.3239433764119,38.18221527490194,37.39310012376958,3.827476487774595,US,SPY,8.011481522111996,14.463494370314912,34.820841566928486,10.171288145966685,4.292206224348227,0.05509263893036721,0.05359480922360988,0.05445630183581069,5.018588855500505,1.3715344929713602,11.683750285767758,42.04999923706055,43.08000183105469,43.08000183105469,43.08000183105469,-1.5695597131674233,3.9229395765438277,False,False,False,1.026500974382673,2.4800700399125857,2144200,3698520.0,2868654.0,0.5797454116781848,112945460.27822113,5000000,OK,22.169790101575362,False,8.0,5.0,3.0,False,-0.8860128035349524,1.4737859386325214,1,False
FCCO,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,RS excess below 5.0% | relative volume below 1.0x | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,lower high and lower low,PRE,32.88,32.88,,,-3.2485255374581357e-06,32.880001068115234,30,4,8,12,15,10,15,Uptrend,32.93000030517578,30.120000139872232,4.022287702310723,32.13262199258938,31.22244945513335,29.847053527381014,29.261870787943593,4.025132329560943,US,SPY,11.419860430685901,10.893765568773617,29.346974702719606,10.171288145966685,0.7224774228069322,0.04376530692408757,0.04180577760171201,0.042512977497759036,1.4217150781035137,-0.7546030544520632,4.182514653073155,34.0099983215332,34.0099983215332,34.0099983215332,34.0099983215332,-3.322544278699713,3.32254427869971,True,True,False,1.0242857251848494,3.115224123815894,47600,127215.0,100280.0,0.3741697126911135,3128498.8964385986,5000000,LOW,54.838921384447524,False,10.0,3.0,7.0,False,-0.1518349122295315,0.16755288890242248,0,False
MRBK,MOMENTUM_PRESENT_WAIT_CONFIRMATION,2,RS excess below 5.0% | relative volume below 1.0x | close location below 50.0% | average dollar volume below 5000000,,,,,Actionable Momentum Candidate,94,1,Momentum Candidate,Clean,,PRE,19.66,19.66,,,7.761337350586928e-07,19.65999984741211,30,4,8,12,15,10,15,Uptrend,19.639999389648438,18.813666661580402,7.137297380957741,19.510852420706357,19.099099150495466,18.3220423477681,17.872773969200853,3.2877367203701713,US,SPY,2.98585484687357,11.831626466057287,42.981817072088056,10.171288145966685,1.6603383200906023,0.026168670909317203,0.025288884659784693,0.025645735864730197,-7.864255893709138,-1.4536386187316341,2.1298693372057587,20.65999984741211,21.110000610351562,21.670000076293945,21.670000076293945,-4.840271090927728,9.27549710108534,True,False,False,0.7325000762939453,3.7258396845326827,90600,161060.0,135456.0,0.5625232832484788,2560113.256214142,5000000,LOW,47.99995422363281,False,9.0,4.0,5.0,False,0.10183532782701565,-0.4889476381298996,1,False
