Run_ID,Processed_At,Ticker,Final_Decision,Final_Decision_Rank,Final_Decision_Reason,Foundation_Status,Foundation_Qualified,Foundation_Reason,Foundation_Policy,External_Message,Analyst_Message,EPS_Message,Event_Message,Action_Status,Score,Score_Message,Action_Rank,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Regular_Session_Close,Score_Price_Source,Score_Price_Change_Pct,Extended_Hours_Change_Pct,Close,Trend_Score,Relative_Strength_Score,Breakout_Score,Freshness_Score,Accumulation_Score,Volatility_Score,Weekly_Trend_Score,Weekly_Trend,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,MACD_Fast_Period,MACD_Slow_Period,MACD_Signal_Period,MACD_Line,MACD_Signal_Line,MACD_Histogram,MACD_Bullish_Positive,Exchange_Profile,Benchmark_Ticker,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_20,Volume_Avg_50,Relative_Volume_20,Avg_Dollar_Volume_50D,Min_Avg_Dollar_Volume_50D,Liquidity_Status,Close_Location_Pct,Extension_Risk,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
V8_20260713_211452_529064,2026-07-13T21:15:04+05:30,ZETA,REJECT,3,not outperforming benchmark SPY | distribution cluster,FOUNDATION_VALID,True,close above EMA200 and MACD above both signal and zero,ENFORCE,,,,,Avoid,35.0,,5,Avoid,Clean,not outperforming benchmark SPY | distribution cluster,REGULAR,22.675,22.675,,,22.670000076293945,REGULAR,0.02205524344609522,,22.675,30,0,4,12,-5,7,15,Uptrend,21.489999771118164,18.673333358764648,2.606370223715637,20.767554586687513,19.879010678354835,18.861392719972983,18.67201123031983,4.455017638236414,8,21,5,0.7923293495435821,0.5987608185441154,0.1935685309994667,True,US,SPY,55.201920142666026,-4.1226200179992345,51.77376597635923,9.026698576215209,-13.149318594214442,0.030162953109411375,0.026592593285241842,0.026983766282358764,20.512944035281635,3.918424918120378,19.467863787568398,22.899999618530273,25.950000762939453,25.950000762939453,25.950000762939453,-0.9825311016521066,12.620426461091483,False,False,False,1.3842857905796595,6.104898745665532,3194569,9259183.45,9719507.38,0.34501627678626456,193607554.5494651,5000000,OK,88.12948021296454,False,10.0,11.0,-1.0,False,5.514193771534792,5.710948394172566,0,False
