Ticker,Final_Decision,Final_Decision_Rank,Final_Decision_Reason,External_Message,Analyst_Message,EPS_Message,Event_Message,Action_Status,Score,Action_Rank,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Extended_Hours_Change_Pct,Close,Trend_Score,Relative_Strength_Score,Breakout_Score,Freshness_Score,Accumulation_Score,Volatility_Score,Weekly_Trend_Score,Weekly_Trend,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Exchange_Profile,Benchmark_Ticker,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_20,Volume_Avg_50,Relative_Volume_20,Avg_Dollar_Volume_50D,Min_Avg_Dollar_Volume_50D,Liquidity_Status,Close_Location_Pct,Extension_Risk,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
CLDX,MOMENTUM_ACTIVE,1,all confirmation gates passed,"Ratings: StrongBuy 2, Buy 13, Hold 1, Sell 0, StrongSell 0; Mean target 57.53 (+44.1% vs current); Recent changes: 1 upgrades, 0 downgrades; EPS revisions: up 37, down 7; Earnings/event: next 2026-08-06 (29 days)","Ratings: StrongBuy 2, Buy 13, Hold 1, Sell 0, StrongSell 0; Mean target 57.53 (+44.1% vs current); Recent changes: 1 upgrades, 0 downgrades","EPS revisions: up 37, down 7",Earnings/event: next 2026-08-06 (29 days),Actionable Momentum Candidate,100,1,Momentum Candidate,Clean,,PRE,39.715,39.93,39.715,,-0.5384430341412005,39.93000030517578,30,25,20,12,15,7,15,Uptrend,38.369998931884766,29.565000089009605,7.441370551708082,34.885617495189926,32.98398173546549,30.194400688104707,29.357725572575127,7.983178381608758,US,SPY,27.287214653933578,47.834135382489066,81.50000138716264,9.447142098892192,38.38699328359687,0.053403056173875946,0.04406864354136487,0.04130869239516244,12.767203155352224,6.650645752669648,19.51511669422741,40.29999923706055,40.29999923706055,40.29999923706055,40.29999923706055,-0.918111510891817,0.9181115108918128,False,False,False,1.7142862592424666,4.29322876569139,1701300,1313050.0,969300.0,1.2956856174555424,32145805.82621765,5000000,OK,87.66670227050781,False,9.0,3.0,6.0,False,5.217389993230048,-0.5384422739794559,0,False
IMVT,MOMENTUM_ACTIVE,1,all confirmation gates passed,"Ratings: StrongBuy 2, Buy 11, Hold 5, Sell 0, StrongSell 0; Mean target 46.00 (+14.7% vs current); Recent changes: 1 upgrades, 0 downgrades; EPS revisions: up 8, down 4; Earnings/event: next 2026-08-10 (33 days)","Ratings: StrongBuy 2, Buy 11, Hold 5, Sell 0, StrongSell 0; Mean target 46.00 (+14.7% vs current); Recent changes: 1 upgrades, 0 downgrades","EPS revisions: up 8, down 4",Earnings/event: next 2026-08-10 (33 days),Actionable Momentum Candidate,100,1,Momentum Candidate,Clean,2+ bearish hourly candles,PRE,39.83,40.09,39.83,,-0.648541161382632,40.09000015258789,30,25,20,12,15,10,15,Uptrend,38.790000915527344,28.34099998474121,15.953631032013128,36.602260076498666,33.3245146210322,28.473845441660345,27.1945204772745,15.837061186800504,US,SPY,61.06870685284556,54.7279057841912,136.51916429551548,9.447142098892192,45.28076368529901,0.05361704266958987,0.043800241488840264,0.037256784551438056,31.39050409637447,4.102835367227775,5.223101727467205,40.77000045776367,40.77000045776367,40.77000045776367,40.77000045776367,-1.6678937884247458,1.6678937884247471,False,False,False,1.4668562752859933,3.6589081309626903,2217000,1707415.0,2003508.0,1.2984540958115045,66875623.651397705,5000000,OK,70.17540924361874,False,6.0,3.0,3.0,False,3.8601081278947458,-0.6485407832377277,2,False
