Engine_Version,Configuration_ID,Decision_Scope,Indicator_Set_ID,Indicator_Authority,Indicator_Module_Status,Indicator_Module_Reason,Ticker,Evaluated_At_UTC,As_Of_Date,First_Price_Date,Bars_Used,Minimum_History_Bars,Data_Status,Foundation_Eligible,Foundation_State,Foundation_Reason,Close,EMA_Period,EMA_Value,MACD_Fast_Period,MACD_Slow_Period,MACD_Signal_Period,MACD_Line,MACD_Signal_Line,MACD_Histogram,RSI_Period,RSI,RSI_Authority,RSI_Limit_Status,RSI_Operational_Use_Approved,RSI_Score,RSI_Score_Status,RSI_Score_Message,ADX_Period,ADX,ADX_Authority,ADX_Limit_Status,ADX_Operational_Use_Approved,ADX_Score,ADX_Score_Status,ADX_Score_Message,DMI_Positive,DMI_Negative,DMI_Authority,DMI_Limit_Status,DMI_Operational_Use_Approved,DMI_Eligible,DMI_Status,DMI_Message,True_Range,ATR_Period,ATR,ATR_Pct,ATR_Authority,OBV,OBV_EMA_Period,OBV_EMA,OBV_Authority,OBV_Limit_Status,OBV_Operational_Use_Approved,OBV_Fresh_Cross,OBV_Score,OBV_Score_Status,OBV_Score_Message,Aroon_Period,Aroon_Up,Aroon_Down,Aroon_Authority,Health_Score_Module_Status,Health_Score_Authority,Health_Score_Limit_Status,Health_Score_Operational_Use_Approved,Health_Score_Probability_Calibrated,Raw_Health_Score,Maximum_Health_Score,Health_Score_Pct_Of_Maximum,Health_Score_Threshold,Health_Qualified,Health_Qualification_State,Health_Qualification_Message,Price_Adjustment
V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,PLTR,2026-07-13T14:38:49.756073+00:00,2026-07-13,2021-07-13,1255,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_BELOW_OR_AT_EMA,close is at or below the configured long-term EMA,128.66000366210938,200,142.88065971849912,12,26,9,-1.2068657957762525,-2.7181970571578415,1.511331261381589,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC
V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,BKSY,2026-07-13T14:38:50.651337+00:00,2026-07-13,2021-07-13,1255,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_BELOW_OR_AT_EMA,close is at or below the configured long-term EMA,25.264999389648438,200,27.405227462453347,12,26,9,-2.7474183763171283,-2.9180827061487684,0.17066432983164015,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC
