Run_ID,Processed_At,Ticker,Final_Decision,Final_Decision_Rank,Final_Decision_Reason,Foundation_Status,Foundation_Qualified,Foundation_Reason,Foundation_Policy,External_Message,Analyst_Message,EPS_Message,Event_Message,Action_Status,Score,Score_Message,Action_Rank,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Live_Price,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Regular_Session_Close,Score_Price_Source,Score_Price_Change_Pct,Extended_Hours_Change_Pct,Close,Trend_Score,Relative_Strength_Score,Breakout_Score,Freshness_Score,Accumulation_Score,Volatility_Score,Weekly_Trend_Score,Weekly_Trend,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,MACD_Fast_Period,MACD_Slow_Period,MACD_Signal_Period,MACD_Line,MACD_Signal_Line,MACD_Histogram,MACD_Bullish_Positive,Exchange_Profile,Benchmark_Ticker,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_20,Volume_Avg_50,Relative_Volume_20,Avg_Dollar_Volume_50D,Min_Avg_Dollar_Volume_50D,Liquidity_Status,Close_Location_Pct,Extension_Risk,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
V8_20260714_000513_418291,2026-07-14T00:05:21+05:30,BWET,REJECT,3,distribution cluster,FOUNDATION_VALID,True,close above EMA200 and MACD above both signal and zero,ENFORCE,,,,,Avoid,40.0,,5,Avoid,Clean,distribution cluster,REGULAR,214.7,214.7,,,214.6999969482422,REGULAR,1.4214056154315813e-06,,214.7,30,25,8,12,-5,0,15,Uptrend,203.35000610351562,108.55376656850179,95.71262093518314,184.55741591430927,172.81115342092644,121.43799866192082,104.48944420293147,92.94180016608462,8,21,5,8.45394274567849,2.701559499231449,5.752383246447041,True,US,SPY,31.766292367159377,788.8428644040587,1805.0575978645818,8.673549243281276,780.1693151607774,0.2865283625711483,0.24494444203097945,0.11546425884515374,32.403305319807686,26.264413359930018,67.73437499999999,223.02999877929688,223.02999877929688,223.02999877929688,223.02999877929688,-3.734923026000636,3.734923026000631,False,False,False,22.184358869280135,10.332724205533365,84408,111970.4,133886.16,0.7538420868372356,24393332.92026172,5000000,OK,86.09245389935339,True,9.0,10.0,-1.0,False,5.581506543307713,3.34536555872067,0,False
